participant,trial,response_time,group,trialOrder,correct,side,changeTrial,RTwoOutlier,phase
P63,44,2.313773155,TLD,1,1,right,1.0,2.313773155,implicit
P63,45,2.841099977,TLD,1,1,left,1.0,2.841099977,implicit
P63,46,2.512640953,TLD,1,1,right,1.0,2.512640953,implicit
P63,47,2.11760211,TLD,1,0,right,0.0,2.11760211,implicit
P63,48,1.896214962,TLD,1,0,left,1.0,1.896214962,implicit
P64,1,4.046477079,TLD,5,1,right,0.0,4.046477079,implicit
P64,2,3.04625392,TLD,5,1,left,1.0,3.04625392,implicit
P64,3,3.132169008,TLD,5,1,left,0.0,3.132169008,implicit
P64,4,2.892185926,TLD,5,1,right,1.0,2.892185926,implicit
P64,5,2.797724962,TLD,5,1,left,1.0,2.797724962,implicit
P64,6,2.824904919,TLD,5,1,right,1.0,2.824904919,implicit
P64,7,2.9306252,TLD,5,1,left,1.0,2.9306252,implicit
P64,8,2.426747084,TLD,5,1,right,1.0,2.426747084,implicit
P64,9,2.767741919,TLD,5,1,right,0.0,2.767741919,implicit
P64,10,2.841067791,TLD,5,1,left,1.0,2.841067791,implicit
P64,11,3.953189135,TLD,5,1,left,0.0,3.953189135,implicit
P64,12,2.81334281,TLD,5,1,right,1.0,2.81334281,implicit
P64,13,2.811009884,TLD,5,1,left,1.0,2.811009884,implicit
P64,14,2.595572948,TLD,5,1,right,1.0,2.595572948,implicit
P64,15,2.580307007,TLD,5,1,left,1.0,2.580307007,implicit
P64,16,2.146652937,TLD,5,1,right,1.0,2.146652937,implicit
P64,17,3.114559889,TLD,5,1,right,0.0,3.114559889,implicit
P64,18,2.660239935,TLD,5,1,left,1.0,2.660239935,implicit
P64,19,3.071110964,TLD,5,1,left,0.0,3.071110964,implicit
P64,20,2.208289862,TLD,5,1,right,1.0,2.208289862,implicit
P64,21,2.716973066,TLD,5,1,right,0.0,2.716973066,implicit
P64,22,2.726810932,TLD,5,1,left,1.0,2.726810932,implicit
P64,23,2.196203947,TLD,5,1,right,1.0,2.196203947,implicit
P64,24,2.595034838,TLD,5,1,left,1.0,2.595034838,implicit
P64,25,2.349974871,TLD,5,1,right,0.0,2.349974871,implicit
P64,26,2.761909008,TLD,5,1,left,1.0,2.761909008,implicit
P64,27,2.62862587,TLD,5,1,right,1.0,2.62862587,implicit
P64,28,2.217591047,TLD,5,0,right,0.0,2.217591047,implicit
P64,29,3.294395924,TLD,5,1,left,1.0,3.294395924,implicit
P64,30,3.435085058,TLD,5,1,left,0.0,3.435085058,implicit
P64,31,2.158508778,TLD,5,1,right,1.0,2.158508778,implicit
P64,32,2.61294508,TLD,5,1,left,1.0,2.61294508,implicit
P64,33,2.04765296,TLD,5,1,right,1.0,2.04765296,implicit
P64,34,2.344285965,TLD,5,0,left,1.0,2.344285965,implicit
P64,35,0.5209920406,TLD,5,1,left,0.0,,implicit
P64,36,2.543084145,TLD,5,1,right,1.0,2.543084145,implicit
P64,37,2.547117949,TLD,5,1,left,1.0,2.547117949,implicit
P64,38,2.013717175,TLD,5,1,right,1.0,2.013717175,implicit
P64,39,2.442590952,TLD,5,1,left,1.0,2.442590952,implicit
P64,40,2.769826889,TLD,5,1,left,0.0,2.769826889,implicit
P64,41,2.493308067,TLD,5,1,right,1.0,2.493308067,implicit
P64,42,2.251600027,TLD,5,1,right,0.0,2.251600027,implicit
P64,43,2.266688108,TLD,5,1,right,0.0,2.266688108,implicit
P64,44,3.012009859,TLD,5,1,left,1.0,3.012009859,implicit
P64,45,2.436073065,TLD,5,1,left,0.0,2.436073065,implicit
P64,46,2.87755084,TLD,5,1,right,1.0,2.87755084,implicit
P64,47,2.794041872,TLD,5,1,left,1.0,2.794041872,implicit
P64,48,2.86064887,TLD,5,1,right,1.0,2.86064887,implicit
P65,1,3.01788187,DLD,1,1,left,0.0,3.01788187,implicit
P65,2,3.209078074,DLD,1,1,right,1.0,3.209078074,implicit
P65,3,2.833554983,DLD,1,1,right,0.0,2.833554983,implicit
P65,4,2.373021841,DLD,1,1,left,1.0,2.373021841,implicit
P65,5,13.53171206,DLD,1,1,left,0.0,,implicit
P65,6,2.805762053,DLD,1,1,right,1.0,2.805762053,implicit
P65,7,3.164620876,DLD,1,1,right,0.0,3.164620876,implicit
P65,8,2.612048864,DLD,1,1,left,1.0,2.612048864,implicit
P65,9,2.800783157,DLD,1,1,left,0.0,2.800783157,implicit
P65,10,2.227290869,DLD,1,1,right,1.0,2.227290869,implicit
P65,11,2.56202507,DLD,1,1,left,1.0,2.56202507,implicit
P65,12,2.045995951,DLD,1,1,right,1.0,2.045995951,implicit
P65,13,2.796905994,DLD,1,1,right,0.0,2.796905994,implicit
P65,14,2.660192966,DLD,1,1,left,1.0,2.660192966,implicit
P65,15,2.4114151,DLD,1,1,right,1.0,2.4114151,implicit
P65,16,3.184103012,DLD,1,1,right,0.0,3.184103012,implicit
P65,17,2.75701189,DLD,1,1,left,1.0,2.75701189,implicit
P65,18,2.552503109,DLD,1,1,left,0.0,2.552503109,implicit
P65,19,2.624881029,DLD,1,1,right,1.0,2.624881029,implicit
P65,20,3.264075994,DLD,1,1,left,1.0,3.264075994,implicit
P65,21,2.872073174,DLD,1,1,right,1.0,2.872073174,implicit
P65,22,2.777409077,DLD,1,1,left,1.0,2.777409077,implicit
P65,23,2.687100887,DLD,1,1,left,0.0,2.687100887,implicit
P65,24,2.274035215,DLD,1,1,right,1.0,2.274035215,implicit
P65,25,2.553574085,DLD,1,1,left,0.0,2.553574085,implicit
P65,26,2.560989857,DLD,1,1,right,1.0,2.560989857,implicit
P65,27,2.67889595,DLD,1,1,left,1.0,2.67889595,implicit
P65,28,3.137360811,DLD,1,1,left,0.0,3.137360811,implicit
P65,29,2.575783014,DLD,1,1,right,1.0,2.575783014,implicit
P65,30,2.800379038,DLD,1,1,right,0.0,2.800379038,implicit
P65,31,2.666814089,DLD,1,1,right,0.0,2.666814089,implicit
P65,32,2.523455858,DLD,1,1,left,1.0,2.523455858,implicit
P65,33,3.352930069,DLD,1,1,left,0.0,3.352930069,implicit
P65,34,2.710353136,DLD,1,1,right,1.0,2.710353136,implicit
P65,35,2.879875898,DLD,1,1,left,1.0,2.879875898,implicit
P65,36,2.520118952,DLD,1,1,right,1.0,2.520118952,implicit
P65,37,2.71398592,DLD,1,1,left,1.0,2.71398592,implicit
P65,38,2.244740009,DLD,1,1,right,1.0,2.244740009,implicit
P65,39,2.751166105,DLD,1,1,right,0.0,2.751166105,implicit
P65,40,2.910969973,DLD,1,1,left,1.0,2.910969973,implicit
P65,41,4.010907888,DLD,1,1,right,1.0,,implicit
P65,42,3.313953877,DLD,1,1,left,1.0,3.313953877,implicit
P65,43,2.917818069,DLD,1,1,left,0.0,2.917818069,implicit
P65,44,2.509844065,DLD,1,1,right,1.0,2.509844065,implicit
P65,45,2.714611053,DLD,1,1,left,1.0,2.714611053,implicit
P65,46,2.444099903,DLD,1,1,right,1.0,2.444099903,implicit
P65,47,2.165192842,DLD,1,1,right,0.0,2.165192842,implicit
P65,48,2.875766039,DLD,1,1,left,1.0,2.875766039,implicit
P67,1,3.725584984,DLD,1,1,left,0.0,3.725584984,implicit
P67,2,1.510595083,DLD,1,1,right,1.0,1.510595083,implicit
P67,3,2.453286886,DLD,1,1,right,0.0,2.453286886,implicit
P67,4,3.025718927,DLD,1,1,left,1.0,3.025718927,implicit
P67,5,2.602143049,DLD,1,1,left,0.0,2.602143049,implicit
P67,6,2.060065031,DLD,1,1,right,1.0,2.060065031,implicit
P67,7,2.403079987,DLD,1,1,right,0.0,2.403079987,implicit
P67,8,2.50688386,DLD,1,1,left,1.0,2.50688386,implicit
P67,9,2.769836903,DLD,1,1,left,0.0,2.769836903,implicit
P67,10,2.34266305,DLD,1,1,right,1.0,2.34266305,implicit
P67,11,2.814837933,DLD,1,1,left,1.0,2.814837933,implicit
P67,12,2.652917147,DLD,1,1,right,1.0,2.652917147,implicit
P67,13,3.217207909,DLD,1,1,right,0.0,3.217207909,implicit
P67,14,2.911943913,DLD,1,1,left,1.0,2.911943913,implicit
P67,15,1.944095135,DLD,1,1,right,1.0,1.944095135,implicit
P67,16,2.246137142,DLD,1,0,right,0.0,2.246137142,implicit
P67,17,2.992353916,DLD,1,1,left,1.0,2.992353916,implicit
P67,18,2.652922869,DLD,1,1,left,0.0,2.652922869,implicit
P67,19,2.546057224,DLD,1,1,right,1.0,2.546057224,implicit
P67,20,3.309411049,DLD,1,1,left,1.0,3.309411049,implicit
P67,21,3.526862144,DLD,1,1,right,1.0,3.526862144,implicit
P67,22,2.348115921,DLD,1,1,left,1.0,2.348115921,implicit
P67,23,1.351840973,DLD,1,0,left,0.0,1.351840973,implicit
P67,24,2.643265963,DLD,1,1,right,1.0,2.643265963,implicit
P67,25,3.368923187,DLD,1,1,left,0.0,3.368923187,implicit
P67,26,2.829947948,DLD,1,1,right,1.0,2.829947948,implicit
P67,27,3.557085037,DLD,1,1,left,1.0,3.557085037,implicit
P67,28,3.734644175,DLD,1,1,left,0.0,3.734644175,implicit
P67,29,2.995732069,DLD,1,1,right,1.0,2.995732069,implicit
P67,30,2.566002846,DLD,1,1,right,0.0,2.566002846,implicit
P67,31,2.750319958,DLD,1,1,right,0.0,2.750319958,implicit
P67,32,2.927184105,DLD,1,1,left,1.0,2.927184105,implicit
P67,33,3.369337082,DLD,1,1,left,0.0,3.369337082,implicit
P67,34,2.507879019,DLD,1,1,right,1.0,2.507879019,implicit
P67,35,3.179230213,DLD,1,1,left,1.0,3.179230213,implicit
P67,36,3.612570047,DLD,1,1,right,1.0,3.612570047,implicit
P67,37,2.889899015,DLD,1,1,left,1.0,2.889899015,implicit
P67,38,6.394567966,DLD,1,1,right,1.0,,implicit
P67,39,3.098927975,DLD,1,1,right,0.0,3.098927975,implicit
P67,40,3.075960875,DLD,1,1,left,1.0,3.075960875,implicit
P67,41,2.39507103,DLD,1,1,right,1.0,2.39507103,implicit
P67,42,0.5136289597,DLD,1,1,left,1.0,0.5136289597,implicit
P67,43,2.937583923,DLD,1,0,left,0.0,2.937583923,implicit
P67,44,2.675781012,DLD,1,1,right,1.0,2.675781012,implicit
P67,45,0.9466469288,DLD,1,1,left,1.0,0.9466469288,implicit
P67,46,2.595069885,DLD,1,1,right,1.0,2.595069885,implicit
P67,47,3.484684944,DLD,1,1,right,0.0,3.484684944,implicit
P67,48,2.776607037,DLD,1,1,left,1.0,2.776607037,implicit
P68,1,4.70069313,DLD,6,1,right,0.0,4.70069313,implicit
P68,2,12.09246302,DLD,6,1,left,1.0,12.09246302,implicit
P68,3,5.718746901,DLD,6,1,left,0.0,5.718746901,implicit
P68,4,3.691120863,DLD,6,1,right,1.0,3.691120863,implicit
P68,5,4.096835136,DLD,6,1,left,1.0,4.096835136,implicit
P68,6,3.229557037,DLD,6,1,right,1.0,3.229557037,implicit
P68,7,4.36070013,DLD,6,1,left,1.0,4.36070013,implicit
P68,8,3.061594963,DLD,6,1,right,1.0,3.061594963,implicit
P68,9,2.951425076,DLD,6,1,right,0.0,2.951425076,implicit
P68,10,3.637452841,DLD,6,1,left,1.0,3.637452841,implicit
P68,11,4.067350149,DLD,6,1,left,0.0,4.067350149,implicit
P68,12,2.845974922,DLD,6,1,right,1.0,2.845974922,implicit
P68,13,2.4153409,DLD,6,1,right,0.0,2.4153409,implicit
P68,14,3.009691,DLD,6,1,left,1.0,3.009691,implicit
P68,15,2.980050087,DLD,6,1,right,1.0,2.980050087,implicit
P68,16,2.962445021,DLD,6,1,right,0.0,2.962445021,implicit
P68,17,2.8617239,DLD,6,1,left,1.0,2.8617239,implicit
P68,18,2.767138958,DLD,6,1,left,0.0,2.767138958,implicit
P68,19,4.46885705,DLD,6,1,left,0.0,4.46885705,implicit
P68,20,3.72687006,DLD,6,1,right,1.0,3.72687006,implicit
P68,21,3.830530167,DLD,6,1,left,1.0,3.830530167,implicit
P68,22,3.67209816,DLD,6,1,right,1.0,3.67209816,implicit
P68,23,2.715806961,DLD,6,1,right,0.0,2.715806961,implicit
P68,24,3.328118086,DLD,6,1,left,1.0,3.328118086,implicit
P68,25,3.549849033,DLD,6,1,left,0.0,3.549849033,implicit
P68,26,2.660230875,DLD,6,1,right,1.0,2.660230875,implicit
P68,27,2.729137182,DLD,6,1,right,0.0,2.729137182,implicit
P68,28,3.310886145,DLD,6,1,left,1.0,3.310886145,implicit
P68,29,2.592570066,DLD,6,1,right,1.0,2.592570066,implicit
P68,30,2.597863913,DLD,6,1,left,1.0,2.597863913,implicit
P68,31,2.556028128,DLD,6,1,right,1.0,2.556028128,implicit
P68,32,2.762020111,DLD,6,1,left,1.0,2.762020111,implicit
P68,33,3.420811176,DLD,6,1,left,0.0,3.420811176,implicit
P68,34,2.538789034,DLD,6,1,right,1.0,2.538789034,implicit
P68,35,3.229612112,DLD,6,1,left,1.0,3.229612112,implicit
P68,36,3.443506956,DLD,6,1,right,1.0,3.443506956,implicit
P68,37,3.314165115,DLD,6,1,left,1.0,3.314165115,implicit
P68,38,3.844588041,DLD,6,1,right,1.0,3.844588041,implicit
P68,39,2.97949481,DLD,6,1,left,1.0,2.97949481,implicit
P68,40,3.569427967,DLD,6,1,left,0.0,3.569427967,implicit
P68,41,2.545800924,DLD,6,1,right,1.0,2.545800924,implicit
P68,42,3.166090965,DLD,6,1,right,0.0,3.166090965,implicit
P68,43,5.315688133,DLD,6,1,right,0.0,5.315688133,implicit
P68,44,3.277161837,DLD,6,1,left,1.0,3.277161837,implicit
P68,45,6.611389875,DLD,6,1,right,1.0,6.611389875,implicit
P68,46,23.03915906,DLD,6,1,left,1.0,,implicit
P68,47,6.683197975,DLD,6,1,left,0.0,6.683197975,implicit
P68,48,2.625562191,DLD,6,1,right,1.0,2.625562191,implicit
P70,1,2.246939898,DLD,3,1,left,0.0,2.246939898,implicit
P70,2,0.8634829521,DLD,3,0,right,1.0,,implicit
P70,3,1.196028948,DLD,3,1,left,1.0,,implicit
P70,4,1.561241865,DLD,3,0,right,1.0,1.561241865,implicit
P70,5,2.886543036,DLD,3,1,right,0.0,2.886543036,implicit
P70,6,2.940189838,DLD,3,1,left,1.0,2.940189838,implicit
P70,7,2.685772896,DLD,3,1,left,0.0,2.685772896,implicit
P70,8,2.493510962,DLD,3,1,right,1.0,2.493510962,implicit
P70,9,2.798507929,DLD,3,1,left,1.0,2.798507929,implicit
P70,10,3.118155003,DLD,3,1,left,0.0,3.118155003,implicit
P70,11,2.29401207,DLD,3,0,right,1.0,2.29401207,implicit
P70,12,2.783888102,DLD,3,1,right,0.0,2.783888102,implicit
P70,13,2.485434055,DLD,3,1,right,0.0,2.485434055,implicit
P70,14,3.158109903,DLD,3,1,left,1.0,3.158109903,implicit
P70,15,2.717824936,DLD,3,1,left,0.0,2.717824936,implicit
P70,16,2.313951969,DLD,3,1,right,1.0,2.313951969,implicit
P70,17,2.512567043,DLD,3,1,left,1.0,2.512567043,implicit
P70,18,2.688246965,DLD,3,1,right,1.0,2.688246965,implicit
P70,19,2.551239967,DLD,3,1,right,0.0,2.551239967,implicit
P70,20,3.329617023,DLD,3,1,left,1.0,3.329617023,implicit
P70,21,3.514569998,DLD,3,1,left,0.0,3.514569998,implicit
P70,22,2.490725994,DLD,3,1,right,1.0,2.490725994,implicit
P70,23,2.614830017,DLD,3,1,left,1.0,2.614830017,implicit
P70,24,2.457721949,DLD,3,1,right,1.0,2.457721949,implicit
P70,25,2.444469929,DLD,3,1,right,0.0,2.444469929,implicit
P70,26,2.443758965,DLD,3,1,left,1.0,2.443758965,implicit
P70,27,2.329540014,DLD,3,1,right,1.0,2.329540014,implicit
P70,28,2.246446133,DLD,3,1,left,1.0,2.246446133,implicit
P70,29,2.287220001,DLD,3,0,left,0.0,2.287220001,implicit
P70,30,3.740845203,DLD,3,1,right,1.0,3.740845203,implicit
P70,31,3.229840994,DLD,3,1,left,1.0,3.229840994,implicit
P70,32,2.614592075,DLD,3,1,right,1.0,2.614592075,implicit
P70,33,2.485368013,DLD,3,1,right,0.0,2.485368013,implicit
P70,34,2.638889074,DLD,3,0,left,1.0,2.638889074,implicit
P70,35,3.303499937,DLD,3,1,left,0.0,3.303499937,implicit
P70,36,2.579757929,DLD,3,1,right,1.0,2.579757929,implicit
P70,37,2.642578125,DLD,3,1,left,1.0,2.642578125,implicit
P70,38,2.412465811,DLD,3,1,right,1.0,2.412465811,implicit
P70,39,2.417399168,DLD,3,1,right,0.0,2.417399168,implicit
P70,40,2.946348906,DLD,3,1,left,1.0,2.946348906,implicit
P70,41,3.040827036,DLD,3,1,right,1.0,3.040827036,implicit
P70,42,2.663271904,DLD,3,1,left,1.0,2.663271904,implicit
P70,43,2.361875057,DLD,3,1,right,1.0,2.361875057,implicit
P70,44,2.480530977,DLD,3,1,left,1.0,2.480530977,implicit
P70,45,2.313628912,DLD,3,1,right,1.0,2.313628912,implicit
P70,46,2.600431919,DLD,3,0,right,0.0,2.600431919,implicit
P70,47,4.060760021,DLD,3,1,left,1.0,4.060760021,implicit
P70,48,2.91613102,DLD,3,1,left,0.0,2.91613102,implicit
P71,1,2.475142956,DLD,5,1,right,0.0,2.475142956,implicit
P71,2,5.759624004,DLD,5,1,left,1.0,5.759624004,implicit
P71,3,4.66702795,DLD,5,1,left,0.0,4.66702795,implicit
P71,4,4.426326036,DLD,5,1,right,1.0,4.426326036,implicit
P71,5,3.729455233,DLD,5,0,left,1.0,3.729455233,implicit
P71,6,4.062638998,DLD,5,1,right,1.0,4.062638998,implicit
P71,7,4.441852093,DLD,5,1,left,1.0,4.441852093,implicit
P71,8,3.810355186,DLD,5,1,right,1.0,3.810355186,implicit
P71,9,4.33535409,DLD,5,1,right,0.0,4.33535409,implicit
P71,10,4.443205833,DLD,5,1,left,1.0,4.443205833,implicit
P71,11,4.354818106,DLD,5,1,left,0.0,4.354818106,implicit
P71,12,4.51984787,DLD,5,1,right,1.0,4.51984787,implicit
P71,13,6.162966013,DLD,5,1,left,1.0,6.162966013,implicit
P71,14,6.540019035,DLD,5,1,right,1.0,6.540019035,implicit
P71,15,4.681509972,DLD,5,1,left,1.0,4.681509972,implicit
P71,16,3.373352051,DLD,5,1,right,1.0,3.373352051,implicit
P71,17,1.284024,DLD,5,0,right,0.0,1.284024,implicit
P71,18,1.460818052,DLD,5,0,left,1.0,1.460818052,implicit
P71,19,0.6870441437,DLD,5,1,left,0.0,0.6870441437,implicit
P71,20,0.5108470917,DLD,5,1,right,1.0,0.5108470917,implicit
P71,21,3.850696087,DLD,5,1,right,0.0,3.850696087,implicit
P71,22,2.894298077,DLD,5,1,left,1.0,2.894298077,implicit
P71,23,2.861443996,DLD,5,1,right,1.0,2.861443996,implicit
P71,24,3.014106989,DLD,5,1,left,1.0,3.014106989,implicit
P71,25,3.001931906,DLD,5,1,right,0.0,3.001931906,implicit
P71,26,2.860327959,DLD,5,1,left,1.0,2.860327959,implicit
P71,27,2.644531965,DLD,5,1,right,1.0,2.644531965,implicit
P71,28,3.332865,DLD,5,1,right,0.0,3.332865,implicit
P71,29,2.727857113,DLD,5,1,left,1.0,2.727857113,implicit
P71,30,2.845621109,DLD,5,1,left,0.0,2.845621109,implicit
P71,31,2.428228855,DLD,5,1,right,1.0,2.428228855,implicit
P71,32,2.530758142,DLD,5,1,left,1.0,2.530758142,implicit
P71,33,2.375151873,DLD,5,1,right,1.0,2.375151873,implicit
P71,34,2.409888029,DLD,5,1,left,1.0,2.409888029,implicit
P71,35,3.334197044,DLD,5,1,left,0.0,3.334197044,implicit
P71,36,4.644834042,DLD,5,1,right,1.0,4.644834042,implicit
P71,37,3.212090969,DLD,5,1,left,1.0,3.212090969,implicit
P71,38,2.794723034,DLD,5,1,right,1.0,2.794723034,implicit
P71,39,8.742401838,DLD,5,1,left,1.0,8.742401838,implicit
P71,40,3.102674961,DLD,5,1,left,0.0,3.102674961,implicit
P71,41,0.5117440224,DLD,5,0,right,1.0,0.5117440224,implicit
P71,42,3.103586912,DLD,5,1,right,0.0,3.103586912,implicit
P71,43,13.86215901,DLD,5,1,right,0.0,,implicit
P71,44,3.360879898,DLD,5,1,left,1.0,3.360879898,implicit
P71,45,2.967924118,DLD,5,1,left,0.0,2.967924118,implicit
P71,46,3.12203908,DLD,5,1,right,1.0,3.12203908,implicit
P71,47,2.813925028,DLD,5,1,left,1.0,2.813925028,implicit
P71,48,2.445492983,DLD,5,1,right,1.0,2.445492983,implicit
P72,1,3.679078102,DLD,2,1,left,0.0,3.679078102,implicit
P72,2,3.046041012,DLD,2,1,right,1.0,3.046041012,implicit
P72,3,2.957468987,DLD,2,1,left,1.0,2.957468987,implicit
P72,4,3.401190996,DLD,2,1,left,0.0,3.401190996,implicit
P72,5,3.379221916,DLD,2,1,right,1.0,3.379221916,implicit
P72,6,3.182962894,DLD,2,1,right,0.0,3.182962894,implicit
P72,7,2.800576925,DLD,2,1,right,0.0,2.800576925,implicit
P72,8,2.843764067,DLD,2,1,left,1.0,2.843764067,implicit
P72,9,2.919301987,DLD,2,1,left,0.0,2.919301987,implicit
P72,10,3.068069935,DLD,2,1,right,1.0,3.068069935,implicit
P72,11,2.961330175,DLD,2,1,left,1.0,2.961330175,implicit
P72,12,3.030303955,DLD,2,1,right,1.0,3.030303955,implicit
P72,13,2.96143508,DLD,2,1,left,1.0,2.96143508,implicit
P72,14,3.078431129,DLD,2,1,right,1.0,3.078431129,implicit
P72,15,3.818451166,DLD,2,0,right,0.0,3.818451166,implicit
P72,16,3.00953722,DLD,2,0,left,1.0,3.00953722,implicit
P72,17,3.02809906,DLD,2,1,right,1.0,3.02809906,implicit
P72,18,2.763866901,DLD,2,1,left,1.0,2.763866901,implicit
P72,19,4.065426111,DLD,2,1,left,0.0,4.065426111,implicit
P72,20,3.492375135,DLD,2,1,right,1.0,3.492375135,implicit
P72,21,4.114138842,DLD,2,1,left,1.0,4.114138842,implicit
P72,22,4.025246143,DLD,2,1,right,1.0,4.025246143,implicit
P72,23,3.349205017,DLD,2,1,right,0.0,3.349205017,implicit
P72,24,3.510159016,DLD,2,1,left,1.0,3.510159016,implicit
P72,25,4.562057972,DLD,2,1,right,0.0,4.562057972,implicit
P72,26,3.562891006,DLD,2,1,left,1.0,3.562891006,implicit
P72,27,3.057497025,DLD,2,1,right,1.0,3.057497025,implicit
P72,28,3.032241106,DLD,2,1,right,0.0,3.032241106,implicit
P72,29,3.095942974,DLD,2,1,left,1.0,3.095942974,implicit
P72,30,3.917667866,DLD,2,0,left,0.0,3.917667866,implicit
P72,31,3.143320084,DLD,2,1,right,1.0,3.143320084,implicit
P72,32,3.898388147,DLD,2,1,left,1.0,3.898388147,implicit
P72,33,2.957520962,DLD,2,1,right,1.0,2.957520962,implicit
P72,34,2.860496998,DLD,2,1,left,1.0,2.860496998,implicit
P72,35,3.271091938,DLD,2,1,left,0.0,3.271091938,implicit
P72,36,3.391449928,DLD,2,1,right,1.0,3.391449928,implicit
P72,37,3.63189292,DLD,2,1,right,0.0,3.63189292,implicit
P72,38,4.111288786,DLD,2,1,left,1.0,4.111288786,implicit
P72,39,2.667264938,DLD,2,0,left,0.0,2.667264938,implicit
P72,40,3.778048038,DLD,2,1,right,1.0,3.778048038,implicit
P72,41,3.513175011,DLD,2,1,left,1.0,3.513175011,implicit
P72,42,2.759071827,DLD,2,1,right,1.0,2.759071827,implicit
P72,43,3.3460989,DLD,2,1,left,1.0,3.3460989,implicit
P72,44,1.163982153,DLD,2,1,right,1.0,,implicit
P72,45,4.331851006,DLD,2,1,right,0.0,4.331851006,implicit
P72,46,3.844430923,DLD,2,1,left,1.0,3.844430923,implicit
P72,47,3.12211895,DLD,2,1,left,0.0,3.12211895,implicit
P72,48,3.58899498,DLD,2,1,right,1.0,3.58899498,implicit
P73,1,4.106996059,TLD,3,1,left,0.0,4.106996059,implicit
P73,2,4.495803118,TLD,3,1,right,1.0,4.495803118,implicit
P73,3,3.447049141,TLD,3,1,left,1.0,3.447049141,implicit
P73,4,7.904181957,TLD,3,1,right,1.0,,implicit
P73,5,4.468525887,TLD,3,1,right,0.0,4.468525887,implicit
P73,6,3.759819031,TLD,3,1,left,1.0,3.759819031,implicit
P73,7,2.91779995,TLD,3,1,left,0.0,2.91779995,implicit
P73,8,4.144912004,TLD,3,1,right,1.0,4.144912004,implicit
P73,9,5.844464064,TLD,3,1,left,1.0,,implicit
P73,10,3.471030951,TLD,3,1,left,0.0,3.471030951,implicit
P73,11,3.092257977,TLD,3,1,right,1.0,3.092257977,implicit
P73,12,3.800076962,TLD,3,1,right,0.0,3.800076962,implicit
P73,13,3.218199015,TLD,3,1,right,0.0,3.218199015,implicit
P73,14,3.873335838,TLD,3,1,left,1.0,3.873335838,implicit
P73,15,3.235322952,TLD,3,1,left,0.0,3.235322952,implicit
P73,16,3.01256299,TLD,3,1,right,1.0,3.01256299,implicit
P73,17,2.626955986,TLD,3,0,left,1.0,2.626955986,implicit
P73,18,2.712716818,TLD,3,1,right,1.0,2.712716818,implicit
P73,19,2.702761889,TLD,3,1,right,0.0,2.702761889,implicit
P73,20,3.058896065,TLD,3,1,left,1.0,3.058896065,implicit
P73,21,2.88562417,TLD,3,1,left,0.0,2.88562417,implicit
P73,22,3.160615921,TLD,3,1,right,1.0,3.160615921,implicit
P73,23,2.93094182,TLD,3,1,left,1.0,2.93094182,implicit
P73,24,2.67119503,TLD,3,1,right,1.0,2.67119503,implicit
P73,25,2.333956003,TLD,3,1,right,0.0,2.333956003,implicit
P73,26,5.959208965,TLD,3,1,left,1.0,,implicit
P73,27,3.563066959,TLD,3,1,right,1.0,3.563066959,implicit
P73,28,3.279115915,TLD,3,1,left,1.0,3.279115915,implicit
P73,29,3.070883989,TLD,3,1,left,0.0,3.070883989,implicit
P73,30,4.464278936,TLD,3,1,right,1.0,4.464278936,implicit
P73,31,2.831238985,TLD,3,1,left,1.0,2.831238985,implicit
P73,32,2.693130016,TLD,3,1,right,1.0,2.693130016,implicit
P73,33,2.929232121,TLD,3,1,right,0.0,2.929232121,implicit
P73,34,2.811163902,TLD,3,1,left,1.0,2.811163902,implicit
P73,35,3.703382969,TLD,3,1,left,0.0,3.703382969,implicit
P73,36,3.040214062,TLD,3,1,right,1.0,3.040214062,implicit
P73,37,3.312880993,TLD,3,1,left,1.0,3.312880993,implicit
P73,38,2.813755035,TLD,3,1,right,1.0,2.813755035,implicit
P73,39,2.364150047,TLD,3,0,right,0.0,2.364150047,implicit
P73,40,3.344326973,TLD,3,1,left,1.0,3.344326973,implicit
P73,41,2.612846136,TLD,3,1,right,1.0,2.612846136,implicit
P73,42,2.447280884,TLD,3,1,left,1.0,2.447280884,implicit
P73,43,2.442170143,TLD,3,0,right,1.0,2.442170143,implicit
P73,44,2.662739038,TLD,3,1,left,1.0,2.662739038,implicit
P73,45,2.160247087,TLD,3,1,right,1.0,2.160247087,implicit
P73,46,2.353219032,TLD,3,1,right,0.0,2.353219032,implicit
P73,47,2.506453991,TLD,3,1,left,1.0,2.506453991,implicit
P73,48,2.719902992,TLD,3,1,left,0.0,2.719902992,implicit
P74,1,3.461090803,TLD,5,1,right,0.0,3.461090803,implicit
P74,2,2.928862095,TLD,5,1,left,1.0,2.928862095,implicit
P74,3,4.635936022,TLD,5,1,left,0.0,,implicit
P74,4,2.742738962,TLD,5,1,right,1.0,2.742738962,implicit
P74,5,2.879087925,TLD,5,1,left,1.0,2.879087925,implicit
P74,6,2.46192503,TLD,5,1,right,1.0,2.46192503,implicit
P74,7,2.726460934,TLD,5,1,left,1.0,2.726460934,implicit
P74,8,2.194728136,TLD,5,1,right,1.0,2.194728136,implicit
P74,9,2.63386488,TLD,5,1,right,0.0,2.63386488,implicit
P74,10,3.178471088,TLD,5,1,left,1.0,3.178471088,implicit
P74,11,2.946756125,TLD,5,1,left,0.0,2.946756125,implicit
