index,phase,block,Sound1_preAndPosttest,Sound2_preAndPosttest,category,side,changeTrial,alternationTargetExpectation,SoundAndAlternationConvergence,soundfileNum,duration,pitch,blockOrig,trial,discrimStim.thisTrialN,discrimStim.thisIndex,key_resp_14.keys,pretestCorr,pretestDistance,key_resp_14.rt,resp_1.keys,resp_1.corr,responseAlternation.corr,resp_1.rt,mean,SD,RTwoOutlier,LowOutlier,HighOutlier,anticipationThreshold,additiveAgeRTCorrection,ageCorrection5yrs,anticipated,anticipated5,key_resp_20.keys,key_resp_20.corr,categoryDecision,key_resp_20.rt,participant,group,sex,demographicInfo,soundDimension,trialOrder
3222,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_11.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,D,,,,,,,,,,2,4,d,1,4,7.311825991,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3223,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,S,,,,,,,,,,3,11,s,1,0,6.41347003,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3224,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,D,,,,,,,,,,4,6,s,0,5,10.46099615,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3225,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_8.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,D,,,,,,,,,,5,7,s,0,4,4.729146004,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3226,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,D,,,,,,,,,,6,5,s,0,5,6.512145996,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3227,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_8.wav,D,,,,,,,,,,7,1,s,0,1,6.931171179,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3228,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_9.wav,D,,,,,,,,,,8,2,s,0,2,6.060949087,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3229,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,S,,,,,,,,,,9,0,s,1,0,5.248177052,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3230,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_10.wav,D,,,,,,,,,,10,9,s,0,2,9.377995968,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3231,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_11.wav,D,,,,,,,,,,11,10,s,0,1,21.47311091,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3232,,,,,,,,,,,,,,,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3233,taskTrain,1,,,,left,,,,,,,,,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3234,taskTrain,1,,,,right,,,,,,,,,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3235,taskTrain,1,,,,right,,,,,,,,,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3236,taskTrain,1,,,,left,,,,,,,,,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3237,,,,,,,,,,,,,,,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3238,implicitTraining,1,,,,left,0,,,1,0.3,1.07271948,1,1,,,,,,,left,1,,3.348620892,2.737379809,0.6009796285,3.348620892,3.348620892,3.348620892,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3239,implicitTraining,1,,,,right,1,right,converge,4,0.66,2.304593711,1,2,,,,,,,right,1,1,5.412737131,2.737379809,0.6009796285,NA,5.412737131,NA,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3240,implicitTraining,1,,,,right,0,left,conflict,5,0.78,2.715218455,1,3,,,,,,,right,1,0,2.684782982,2.737379809,0.6009796285,2.684782982,2.684782982,2.684782982,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3241,implicitTraining,1,,,,left,1,left,converge,3,0.54,1.893968967,1,4,,,,,,,left,1,1,2.625298023,2.737379809,0.6009796285,2.625298023,2.625298023,2.625298023,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3242,implicitTraining,1,,,,left,0,right,conflict,2,0.42,1.483344223,1,5,,,,,,,left,1,0,2.81974411,2.737379809,0.6009796285,2.81974411,2.81974411,2.81974411,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3243,implicitTraining,1,,,,right,1,right,converge,6,0.9,3.125843199,1,6,,,,,,,right,1,1,2.378021955,2.737379809,0.6009796285,2.378021955,2.378021955,2.378021955,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3244,implicitTraining,1,,,,right,0,left,conflict,5,0.78,2.715218455,5,7,,,,,,,right,1,0,2.535095215,2.737379809,0.6009796285,2.535095215,2.535095215,2.535095215,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3245,implicitTraining,1,,,,left,1,left,converge,2,0.42,1.483344223,5,8,,,,,,,left,1,1,2.743242979,2.737379809,0.6009796285,2.743242979,2.743242979,2.743242979,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3246,implicitTraining,1,,,,left,0,right,conflict,1,0.3,1.07271948,5,9,,,,,,,right,0,1,2.818741083,2.737379809,0.6009796285,2.818741083,2.818741083,2.818741083,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3247,implicitTraining,1,,,,right,1,right,converge,4,0.66,2.304593711,5,10,,,,,,,right,1,1,2.627907038,2.737379809,0.6009796285,2.627907038,2.627907038,2.627907038,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3248,implicitTraining,1,,,,left,1,left,converge,3,0.54,1.893968967,5,11,,,,,,,left,1,1,2.83187294,2.737379809,0.6009796285,2.83187294,2.83187294,2.83187294,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3249,implicitTraining,1,,,,right,1,right,converge,6,0.9,3.125843199,5,12,,,,,,,right,1,1,2.507480145,2.737379809,0.6009796285,2.507480145,2.507480145,2.507480145,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3250,implicitTraining,1,,,,right,0,left,conflict,4,0.66,2.304593711,4,13,,,,,,,right,1,0,2.983664036,2.737379809,0.6009796285,2.983664036,2.983664036,2.983664036,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3251,implicitTraining,1,,,,left,1,left,converge,1,0.3,1.07271948,4,14,,,,,,,left,1,1,2.495553017,2.737379809,0.6009796285,2.495553017,2.495553017,2.495553017,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3252,implicitTraining,1,,,,right,1,right,converge,6,0.9,3.125843199,4,15,,,,,,,right,1,1,3.505623102,2.737379809,0.6009796285,3.505623102,3.505623102,3.505623102,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3253,implicitTraining,1,,,,right,0,left,conflict,5,0.78,2.715218455,4,16,,,,,,,left,0,1,2.783587933,2.737379809,0.6009796285,2.783587933,2.783587933,2.783587933,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3254,implicitTraining,1,,,,left,1,left,converge,2,0.42,1.483344223,4,17,,,,,,,left,1,1,3.077669144,2.737379809,0.6009796285,3.077669144,3.077669144,3.077669144,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3255,implicitTraining,1,,,,left,0,right,conflict,3,0.54,1.893968967,4,18,,,,,,,left,1,0,3.087471008,2.737379809,0.6009796285,3.087471008,3.087471008,3.087471008,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3256,implicitTraining,1,,,,right,1,right,converge,6,0.9,3.125843199,8,19,,,,,,,right,1,1,2.24601984,2.737379809,0.6009796285,2.24601984,2.24601984,2.24601984,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3257,implicitTraining,1,,,,left,1,left,converge,3,0.54,1.893968967,8,20,,,,,,,left,1,1,2.481113911,2.737379809,0.6009796285,2.481113911,2.481113911,2.481113911,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3258,implicitTraining,1,,,,right,1,right,converge,4,0.66,2.304593711,8,21,,,,,,,right,1,1,2.13004303,2.737379809,0.6009796285,2.13004303,2.13004303,2.13004303,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3259,implicitTraining,1,,,,left,1,left,converge,2,0.42,1.483344223,8,22,,,,,,,left,1,1,2.514193058,2.737379809,0.6009796285,2.514193058,2.514193058,2.514193058,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3260,implicitTraining,1,,,,left,0,right,conflict,1,0.3,1.07271948,8,23,,,,,,,right,0,1,2.635071993,2.737379809,0.6009796285,2.635071993,2.635071993,2.635071993,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3261,implicitTraining,1,,,,right,1,right,converge,5,0.78,2.715218455,8,24,,,,,,,right,1,1,3.077572107,2.737379809,0.6009796285,3.077572107,3.077572107,3.077572107,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3262,,,,,,,,,,,,,,,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3263,implicitTraining,2,,,,left,0,right,conflict,2,0.42,1.483344223,2,25,,,,,,,left,1,0,1.687282085,2.737379809,0.6009796285,1.687282085,1.687282085,1.687282085,1.8,0.66,0.58,1,1,,,,,P63,TLD,m,1758,duration,1
3264,implicitTraining,2,,,,right,1,right,converge,5,0.78,2.715218455,2,26,,,,,,,right,1,1,2.84284091,2.737379809,0.6009796285,2.84284091,2.84284091,2.84284091,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3265,implicitTraining,2,,,,left,1,left,converge,3,0.54,1.893968967,2,27,,,,,,,left,1,1,2.882254839,2.737379809,0.6009796285,2.882254839,2.882254839,2.882254839,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3266,implicitTraining,2,,,,left,0,right,conflict,1,0.3,1.07271948,2,28,,,,,,,right,0,1,4.298233986,2.737379809,0.6009796285,4.298233986,4.298233986,4.298233986,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3267,implicitTraining,2,,,,right,1,right,converge,6,0.9,3.125843199,2,29,,,,,,,right,1,1,2.61077404,2.737379809,0.6009796285,2.61077404,2.61077404,2.61077404,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3268,implicitTraining,2,,,,right,0,left,conflict,4,0.66,2.304593711,2,30,,,,,,,right,1,0,2.218862057,2.737379809,0.6009796285,2.218862057,2.218862057,2.218862057,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3269,implicitTraining,2,,,,right,0,left,conflict,6,0.9,3.125843199,6,31,,,,,,,left,0,1,2.329844952,2.737379809,0.6009796285,2.329844952,2.329844952,2.329844952,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3270,implicitTraining,2,,,,left,1,left,converge,3,0.54,1.893968967,6,32,,,,,,,right,0,0,2.895242929,2.737379809,0.6009796285,2.895242929,2.895242929,2.895242929,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3271,implicitTraining,2,,,,left,0,right,conflict,2,0.42,1.483344223,6,33,,,,,,,left,1,0,2.717885017,2.737379809,0.6009796285,2.717885017,2.717885017,2.717885017,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3272,implicitTraining,2,,,,right,1,right,converge,4,0.66,2.304593711,6,34,,,,,,,right,1,1,2.213949919,2.737379809,0.6009796285,2.213949919,2.213949919,2.213949919,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3273,implicitTraining,2,,,,left,1,left,converge,1,0.3,1.07271948,6,35,,,,,,,left,1,1,2.893215895,2.737379809,0.6009796285,2.893215895,2.893215895,2.893215895,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3274,implicitTraining,2,,,,right,1,right,converge,5,0.78,2.715218455,6,36,,,,,,,right,1,1,2.828660011,2.737379809,0.6009796285,2.828660011,2.828660011,2.828660011,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3275,implicitTraining,2,,,,left,1,left,converge,1,0.3,1.07271948,7,37,,,,,,,left,1,1,2.998041868,2.737379809,0.6009796285,2.998041868,2.998041868,2.998041868,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3276,implicitTraining,2,,,,right,1,right,converge,4,0.66,2.304593711,7,38,,,,,,,right,1,1,2.743016005,2.737379809,0.6009796285,2.743016005,2.743016005,2.743016005,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3277,implicitTraining,2,,,,right,0,left,conflict,6,0.9,3.125843199,7,39,,,,,,,right,1,0,2.802556038,2.737379809,0.6009796285,2.802556038,2.802556038,2.802556038,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3278,implicitTraining,2,,,,left,1,left,converge,3,0.54,1.893968967,7,40,,,,,,,left,1,1,3.309341908,2.737379809,0.6009796285,3.309341908,3.309341908,3.309341908,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3279,implicitTraining,2,,,,right,1,right,converge,5,0.78,2.715218455,7,41,,,,,,,right,1,1,2.381594896,2.737379809,0.6009796285,2.381594896,2.381594896,2.381594896,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3280,implicitTraining,2,,,,left,1,left,converge,2,0.42,1.483344223,7,42,,,,,,,left,1,1,4.077059031,2.737379809,0.6009796285,4.077059031,4.077059031,4.077059031,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3281,implicitTraining,2,,,,left,0,right,conflict,3,0.54,1.893968967,3,43,,,,,,,left,1,0,3.285127878,2.737379809,0.6009796285,3.285127878,3.285127878,3.285127878,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3282,implicitTraining,2,,,,right,1,right,converge,6,0.9,3.125843199,3,44,,,,,,,right,1,1,2.313773155,2.737379809,0.6009796285,2.313773155,2.313773155,2.313773155,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3283,implicitTraining,2,,,,left,1,left,converge,2,0.42,1.483344223,3,45,,,,,,,left,1,1,2.841099977,2.737379809,0.6009796285,2.841099977,2.841099977,2.841099977,1.8,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3284,implicitTraining,2,,,,right,1,right,converge,5,0.78,2.715218455,3,46,,,,,,,right,1,1,2.512640953,2.737379809,0.6009796285,2.512640953,2.512640953,2.512640953,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3285,implicitTraining,2,,,,right,0,left,conflict,4,0.66,2.304593711,3,47,,,,,,,left,0,1,2.11760211,2.737379809,0.6009796285,2.11760211,2.11760211,2.11760211,1.383,0.66,0.58,0,0,,,,,P63,TLD,m,1758,duration,1
3286,implicitTraining,2,,,,left,1,left,converge,1,0.3,1.07271948,3,48,,,,,,,right,0,0,1.896214962,2.737379809,0.6009796285,1.896214962,1.896214962,1.896214962,1.8,0.66,0.58,1,1,,,,,P63,TLD,m,1758,duration,1
3287,,,,,,,,,,,,,,,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3288,explicitTest,3,,,,left,0,right,conflict,1,0.3,1.07271948,1,49,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,left,1,0,6.384320974,P63,TLD,m,1758,duration,1
3289,explicitTest,3,,,,right,1,right,converge,4,0.66,2.304593711,1,50,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,right,1,1,4.347062826,P63,TLD,m,1758,duration,1
3290,explicitTest,3,,,,right,0,left,conflict,5,0.78,2.715218455,1,51,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,left,0,0,2.296041965,P63,TLD,m,1758,duration,1
3291,explicitTest,3,,,,left,1,left,converge,3,0.54,1.893968967,1,52,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,left,1,0,4.897833109,P63,TLD,m,1758,duration,1
3292,explicitTest,3,,,,left,0,right,conflict,2,0.42,1.483344223,1,53,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,right,0,1,5.865047932,P63,TLD,m,1758,duration,1
3293,explicitTest,3,,,,right,1,right,converge,6,0.9,3.125843199,1,54,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,left,0,0,1.931596041,P63,TLD,m,1758,duration,1
3294,explicitTest,3,,,,right,0,left,conflict,5,0.78,2.715218455,5,55,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,right,1,1,2.928722143,P63,TLD,m,1758,duration,1
3295,explicitTest,3,,,,left,1,left,converge,2,0.42,1.483344223,5,56,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,right,0,1,1.331608057,P63,TLD,m,1758,duration,1
3296,explicitTest,3,,,,left,0,right,conflict,1,0.3,1.07271948,5,57,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,right,0,1,0.6485221386,P63,TLD,m,1758,duration,1
3297,explicitTest,3,,,,right,1,right,converge,4,0.66,2.304593711,5,58,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,right,1,1,2.414420128,P63,TLD,m,1758,duration,1
3298,explicitTest,3,,,,left,1,left,converge,3,0.54,1.893968967,5,59,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,left,1,0,0.8650009632,P63,TLD,m,1758,duration,1
3299,explicitTest,3,,,,right,1,right,converge,6,0.9,3.125843199,5,60,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,right,1,1,2.54694891,P63,TLD,m,1758,duration,1
3300,explicitTest,3,,,,right,0,left,conflict,4,0.66,2.304593711,4,61,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,right,1,1,3.512712002,P63,TLD,m,1758,duration,1
3301,explicitTest,3,,,,left,1,left,converge,1,0.3,1.07271948,4,62,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,right,0,1,2.249063015,P63,TLD,m,1758,duration,1
3302,explicitTest,3,,,,right,1,right,converge,6,0.9,3.125843199,4,63,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,left,0,0,5.362573147,P63,TLD,m,1758,duration,1
3303,explicitTest,3,,,,right,0,left,conflict,5,0.78,2.715218455,4,64,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,right,1,1,2.779216051,P63,TLD,m,1758,duration,1
3304,explicitTest,3,,,,left,1,left,converge,2,0.42,1.483344223,4,65,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,right,0,1,7.364058971,P63,TLD,m,1758,duration,1
3305,explicitTest,3,,,,left,0,right,conflict,3,0.54,1.893968967,4,66,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,left,1,0,2.316557884,P63,TLD,m,1758,duration,1
3306,explicitTest,3,,,,right,1,right,converge,6,0.9,3.125843199,8,67,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,right,1,1,1.315221071,P63,TLD,m,1758,duration,1
3307,explicitTest,3,,,,left,1,left,converge,3,0.54,1.893968967,8,68,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,right,0,1,2.700361967,P63,TLD,m,1758,duration,1
3308,explicitTest,3,,,,right,1,right,converge,4,0.66,2.304593711,8,69,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,left,0,0,4.297713041,P63,TLD,m,1758,duration,1
3309,explicitTest,3,,,,left,1,left,converge,2,0.42,1.483344223,8,70,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,right,0,1,3.813364983,P63,TLD,m,1758,duration,1
3310,explicitTest,3,,,,left,0,right,conflict,1,0.3,1.07271948,8,71,,,,,,,,,0,,2.737379809,0.6009796285,NA,NA,0,1.8,0.66,0.58,0,0,left,1,0,4.663271904,P63,TLD,m,1758,duration,1
3311,explicitTest,3,,,,right,1,right,converge,5,0.78,2.715218455,8,72,,,,,,,,,1,,2.737379809,0.6009796285,NA,NA,0,1.383,0.66,0.58,0,0,right,1,1,4.232570171,P63,TLD,m,1758,duration,1
3312,,,,,,,,,,,,,,1,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3313,,,,,,,,,,,,,,2,,,,,,,,,,,2.737379809,0.6009796285,NA,NA,0,,,0.58,,,,,,,P63,TLD,m,1758,duration,1
3334,,,Sound1,Sound2,category,side,,,,soundfileNum,duration_dur,pitch_pitch,blockOrig,trial,discrimStim.thisTrialN,discrimStim.thisIndex,key_resp_14.keys,0,#N/A,key_resp_14.rt,resp_1.keys,resp_1.corr,,resp_1.rt,2.530398369,0.4765131394,NA,resp_1.rt,NA,1.383,0.66,0.58,0,0,key_resp_20.keys,key_resp_20.corr,0,key_resp_20.rt,participant,DLD,m,1655,version,list
3335,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_8.wav,D,,,,,,,,,,0,1,s,0,1,11.68421721,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3336,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_11.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,D,,,,,,,,,,1,4,s,0,4,4.945559025,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3337,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,S,,,,,,,,,,2,0,s,1,0,5.829092026,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3338,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_8.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,D,,,,,,,,,,3,7,s,0,4,5.208352089,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3339,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,S,,,,,,,,,,4,11,s,1,0,6.327645063,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3340,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_11.wav,D,,,,,,,,,,5,10,s,0,1,5.780548096,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3341,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_10.wav,D,,,,,,,,,,6,9,s,0,2,5.399877787,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3342,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,D,,,,,,,,,,7,6,s,0,5,6.461838007,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3343,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_9.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,D,,,,,,,,,,8,8,s,0,3,6.649237156,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3344,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_10.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,D,,,,,,,,,,9,3,d,1,3,12.72443318,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3345,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_9.wav,D,,,,,,,,,,10,2,s,0,2,5.747488976,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
3346,pretest,1,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_12.wav,/Users/Tweety/Desktop/K99preschoolImplicit/ramped/oneDdur_7.wav,D,,,,,,,,,,11,5,s,0,5,5.162943125,,,,,2.486676017,0.5525217557,NA,NA,0,,,0.58,,,,,,,P64,TLD,f,1778,duration,5
