participant,trial,group,trialOrder,side,changeTrial,RTwoOutlier,soundDimension,soundfileNum,duration,pitch,response_time,correct,phase,RT_3x_std,sum_changetrial_window,sound_label_original,sound_code_original,sound_high_low,sound_label,sound_code
P110,55,TLD,5,left,1.0,True,duration,1,0.3,1.07271948,1.764332771,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P110,56,TLD,5,right,1.0,True,duration,4,0.66,2.304593711,2.882573843,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P110,57,TLD,5,right,0.0,True,duration,5,0.78,2.715218455,2.814504147,0,explicit,True,3.0,duration_5,4,high,duration_high,0
P110,58,TLD,5,left,1.0,True,duration,3,0.54,1.893968967,2.063251972,0,explicit,True,4.0,duration_3,2,low,duration_low,1
P110,59,TLD,5,left,0.0,True,duration,2,0.42,1.483344223,5.89878583,1,explicit,True,4.0,duration_2,1,low,duration_low,1
P110,60,TLD,5,right,1.0,True,duration,6,0.9,3.125843199,7.097944975,1,explicit,True,3.0,duration_6,5,high,duration_high,0
P110,61,TLD,5,left,1.0,True,duration,3,0.54,1.893968967,2.148057938,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P110,62,TLD,5,right,1.0,True,duration,6,0.9,3.125843199,1.348836184,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P110,63,TLD,5,left,1.0,True,duration,2,0.42,1.483344223,1.781659842,1,explicit,True,2.0,duration_2,1,low,duration_low,1
P110,64,TLD,5,right,1.0,True,duration,5,0.78,2.715218455,4.578086853,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P110,65,TLD,5,right,0.0,True,duration,4,0.66,2.304593711,3.732500076,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P110,66,TLD,5,left,1.0,True,duration,1,0.3,1.07271948,3.397367001,0,explicit,True,4.0,duration_1,0,low,duration_low,1
P110,67,TLD,5,left,0.0,True,duration,1,0.3,1.07271948,2.430802107,0,explicit,True,4.0,duration_1,0,low,duration_low,1
P110,68,TLD,5,right,1.0,True,duration,4,0.66,2.304593711,1.44839406,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P110,69,TLD,5,right,0.0,True,duration,6,0.9,3.125843199,2.314904928,1,explicit,True,3.0,duration_6,5,high,duration_high,0
P110,70,TLD,5,left,1.0,True,duration,3,0.54,1.893968967,2.382964134,1,explicit,True,2.0,duration_3,2,low,duration_low,1
P110,71,TLD,5,right,1.0,True,duration,5,0.78,2.715218455,1.982405901,0,explicit,True,2.0,duration_5,4,high,duration_high,0
P110,72,TLD,5,left,1.0,True,duration,2,0.42,1.483344223,1.317874193,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P111,49,TLD,3,left,0.0,False,duration,3,0.54,1.893968967,1.196757793,1,explicit,True,,duration_3,2,low,duration_low,1
P111,50,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,1.414716959,1,explicit,True,,duration_6,5,high,duration_high,0
P111,51,TLD,3,left,1.0,False,duration,2,0.42,1.483344223,0.9816739559,1,explicit,True,,duration_2,1,low,duration_low,1
P111,52,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,1.814477921,1,explicit,True,,duration_5,4,high,duration_high,0
P111,53,TLD,3,right,0.0,False,duration,4,0.66,2.304593711,0.6482291222,0,explicit,True,,duration_4,3,high,duration_high,0
P111,54,TLD,3,left,1.0,False,duration,1,0.3,1.07271948,3.096884966,1,explicit,True,,duration_1,0,low,duration_low,1
P111,55,TLD,3,left,0.0,False,duration,2,0.42,1.483344223,1.962972164,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P111,56,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,3.699306011,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P111,57,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,10.42898512,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P111,58,TLD,3,left,0.0,False,duration,1,0.3,1.07271948,0.9318649769,0,explicit,True,2.0,duration_1,0,low,duration_low,1
P111,59,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,1.797306061,0,explicit,True,2.0,duration_6,5,high,duration_high,0
P111,60,TLD,3,right,0.0,False,duration,4,0.66,2.304593711,1.214994907,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P111,61,TLD,3,right,0.0,False,duration,6,0.9,3.125843199,1.164488077,0,explicit,True,2.0,duration_6,5,high,duration_high,0
P111,62,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,0.5487360954,0,explicit,True,3.0,duration_3,2,low,duration_low,1
P111,63,TLD,3,left,0.0,False,duration,2,0.42,1.483344223,1.550956964,1,explicit,True,2.0,duration_2,1,low,duration_low,1
P111,64,TLD,3,right,1.0,False,duration,4,0.66,2.304593711,1.549502134,0,explicit,True,1.0,duration_4,3,high,duration_high,0
P111,65,TLD,3,left,1.0,False,duration,1,0.3,1.07271948,1.064831018,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P111,66,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,1.0652349,1,explicit,True,1.0,duration_5,4,high,duration_high,0
P111,67,TLD,3,right,0.0,False,duration,5,0.78,2.715218455,0.3986959457,0,explicit,True,2.0,duration_5,4,high,duration_high,0
P111,68,TLD,3,left,1.0,False,duration,2,0.42,1.483344223,1.098862171,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P111,69,TLD,3,left,0.0,False,duration,1,0.3,1.07271948,1.782015085,0,explicit,True,3.0,duration_1,0,low,duration_low,1
P111,70,TLD,3,right,1.0,False,duration,4,0.66,2.304593711,1.648191929,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P111,71,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,1.365061045,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P111,72,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,4.963187933,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P113,49,TLD,2,left,0.0,True,pitch,2,0.42,1.483344223,1.50297904,0,explicit,True,,pitch_2,7,low,pitch_low,3
P113,50,TLD,2,right,1.0,True,pitch,5,0.78,2.715218455,3.947533846,1,explicit,True,,pitch_5,10,high,pitch_high,2
P113,51,TLD,2,left,1.0,True,pitch,3,0.54,1.893968967,1.613495111,1,explicit,True,,pitch_3,8,low,pitch_low,3
P113,52,TLD,2,left,0.0,True,pitch,1,0.3,1.07271948,1.097410917,0,explicit,True,,pitch_1,6,low,pitch_low,3
P113,53,TLD,2,right,1.0,True,pitch,6,0.9,3.125843199,0.8976969719,1,explicit,True,,pitch_6,11,high,pitch_high,2
P113,54,TLD,2,right,0.0,True,pitch,4,0.66,2.304593711,0.9484860897,0,explicit,True,,pitch_4,9,high,pitch_high,2
P113,55,TLD,2,right,0.0,True,pitch,6,0.9,3.125843199,1.967288017,0,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P113,56,TLD,2,left,1.0,True,pitch,3,0.54,1.893968967,3.964219093,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P113,57,TLD,2,left,0.0,True,pitch,2,0.42,1.483344223,0.881731987,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P113,58,TLD,2,right,1.0,True,pitch,4,0.66,2.304593711,1.29954505,1,explicit,True,1.0,pitch_4,9,high,pitch_high,2
P113,59,TLD,2,left,1.0,True,pitch,1,0.3,1.07271948,1.067446947,0,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P113,60,TLD,2,right,1.0,True,pitch,5,0.78,2.715218455,2.664843082,1,explicit,True,1.0,pitch_5,10,high,pitch_high,2
P113,61,TLD,2,left,1.0,True,pitch,1,0.3,1.07271948,16.49100685,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P113,62,TLD,2,right,1.0,True,pitch,4,0.66,2.304593711,1.333534956,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P113,63,TLD,2,right,0.0,True,pitch,6,0.9,3.125843199,1.498533964,0,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P113,64,TLD,2,left,1.0,True,pitch,3,0.54,1.893968967,0.8640789986,0,explicit,True,4.0,pitch_3,8,low,pitch_low,3
P113,65,TLD,2,right,1.0,True,pitch,5,0.78,2.715218455,6.910288095,1,explicit,True,4.0,pitch_5,10,high,pitch_high,2
P113,66,TLD,2,left,1.0,True,pitch,2,0.42,1.483344223,3.396471977,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P113,67,TLD,2,left,0.0,True,pitch,3,0.54,1.893968967,1.833917856,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P113,68,TLD,2,right,1.0,True,pitch,6,0.9,3.125843199,4.14626193,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P113,69,TLD,2,left,1.0,True,pitch,2,0.42,1.483344223,3.080503941,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P113,70,TLD,2,right,1.0,True,pitch,5,0.78,2.715218455,2.148929834,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P113,71,TLD,2,right,0.0,True,pitch,4,0.66,2.304593711,5.56171608,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P113,72,TLD,2,left,1.0,True,pitch,1,0.3,1.07271948,1.04902792,1,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P114,49,TLD,2,left,0.0,False,duration,2,0.42,1.483344223,1.568722963,1,explicit,True,,duration_2,1,low,duration_low,1
P114,50,TLD,2,right,1.0,False,duration,5,0.78,2.715218455,1.63357091,1,explicit,True,,duration_5,4,high,duration_high,0
P114,51,TLD,2,left,1.0,False,duration,3,0.54,1.893968967,0.9352779388,1,explicit,True,,duration_3,2,low,duration_low,1
P114,52,TLD,2,left,0.0,False,duration,1,0.3,1.07271948,1.217884064,0,explicit,True,,duration_1,0,low,duration_low,1
P114,53,TLD,2,right,1.0,False,duration,6,0.9,3.125843199,1.567592144,1,explicit,True,,duration_6,5,high,duration_high,0
P114,54,TLD,2,right,0.0,False,duration,4,0.66,2.304593711,1.868685961,0,explicit,True,,duration_4,3,high,duration_high,0
P114,55,TLD,2,right,0.0,False,duration,6,0.9,3.125843199,1.500794888,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P114,56,TLD,2,left,1.0,False,duration,3,0.54,1.893968967,0.9838709831,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P114,57,TLD,2,left,0.0,False,duration,2,0.42,1.483344223,1.617842197,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P114,58,TLD,2,right,1.0,False,duration,4,0.66,2.304593711,1.734848976,0,explicit,True,1.0,duration_4,3,high,duration_high,0
P114,59,TLD,2,left,1.0,False,duration,1,0.3,1.07271948,2.317734957,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P114,60,TLD,2,right,1.0,False,duration,5,0.78,2.715218455,1.117694139,1,explicit,True,1.0,duration_5,4,high,duration_high,0
P114,61,TLD,2,left,1.0,False,duration,1,0.3,1.07271948,0.6508150101,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P114,62,TLD,2,right,1.0,False,duration,4,0.66,2.304593711,1.433032036,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P114,63,TLD,2,right,0.0,False,duration,6,0.9,3.125843199,1.268576145,0,explicit,True,3.0,duration_6,5,high,duration_high,0
P114,64,TLD,2,left,1.0,False,duration,3,0.54,1.893968967,1.301856995,0,explicit,True,4.0,duration_3,2,low,duration_low,1
P114,65,TLD,2,right,1.0,False,duration,5,0.78,2.715218455,1.351504087,0,explicit,True,4.0,duration_5,4,high,duration_high,0
P114,66,TLD,2,left,1.0,False,duration,2,0.42,1.483344223,1.667309999,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P114,67,TLD,2,left,0.0,False,duration,3,0.54,1.893968967,2.018561125,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P114,68,TLD,2,right,1.0,False,duration,6,0.9,3.125843199,1.335279942,1,explicit,True,3.0,duration_6,5,high,duration_high,0
P114,69,TLD,2,left,1.0,False,duration,2,0.42,1.483344223,1.567646027,1,explicit,True,3.0,duration_2,1,low,duration_low,1
P114,70,TLD,2,right,1.0,False,duration,5,0.78,2.715218455,1.435388088,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P114,71,TLD,2,right,0.0,False,duration,4,0.66,2.304593711,1.551290035,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P114,72,TLD,2,left,1.0,False,duration,1,0.3,1.07271948,2.168346167,0,explicit,True,3.0,duration_1,0,low,duration_low,1
P27,49,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,27.10899305,0,explicit,False,,pitch_1,6,low,pitch_low,3
P27,50,DLD,1,right,1.0,False,pitch,4,0.66,2.304593711,8.179809809,0,explicit,True,,pitch_4,9,high,pitch_high,2
P27,51,DLD,1,right,0.0,False,pitch,5,0.78,2.715218455,9.995641947,0,explicit,True,,pitch_5,10,high,pitch_high,2
P27,52,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,6.414720058,0,explicit,True,,pitch_3,8,low,pitch_low,3
P27,53,DLD,1,left,0.0,False,pitch,2,0.42,1.483344223,0.09900403023,1,explicit,True,,pitch_2,7,low,pitch_low,3
P27,54,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,13.2588799,1,explicit,True,,pitch_6,11,high,pitch_high,2
P27,55,DLD,1,right,0.0,False,pitch,5,0.78,2.715218455,7.012847185,0,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P27,56,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,9.395215988,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P27,57,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,3.549454927,0,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P27,58,DLD,1,right,1.0,False,pitch,4,0.66,2.304593711,4.396857023,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P27,59,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,7.931206942,1,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P27,60,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,4.981329918,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P27,61,DLD,1,right,0.0,False,pitch,4,0.66,2.304593711,0.197717905,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P27,62,DLD,1,left,1.0,False,pitch,1,0.3,1.07271948,4.314284086,1,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P27,63,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,4.662069082,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P27,64,DLD,1,right,0.0,False,pitch,5,0.78,2.715218455,3.113902092,0,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P27,65,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,4.732093096,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P27,66,DLD,1,left,0.0,False,pitch,3,0.54,1.893968967,4.514581919,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P27,67,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,3.578956127,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P27,68,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,4.397901058,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P27,69,DLD,1,right,1.0,False,pitch,4,0.66,2.304593711,3.933005095,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P27,70,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,2.231589794,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P27,71,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,2.316075087,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P27,72,DLD,1,right,1.0,False,pitch,5,0.78,2.715218455,6.131957054,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P30,49,TLD,1,left,0.0,False,pitch,1,0.3,1.07271948,1.202677011,0,explicit,True,,pitch_1,6,low,pitch_low,3
P30,50,TLD,1,right,1.0,False,pitch,4,0.66,2.304593711,1.015668154,1,explicit,True,,pitch_4,9,high,pitch_high,2
P30,51,TLD,1,right,0.0,False,pitch,5,0.78,2.715218455,0.09832715988,0,explicit,True,,pitch_5,10,high,pitch_high,2
P30,52,TLD,1,left,1.0,False,pitch,3,0.54,1.893968967,0.7331190109,0,explicit,True,,pitch_3,8,low,pitch_low,3
P30,53,TLD,1,left,0.0,False,pitch,2,0.42,1.483344223,0.7831101418,0,explicit,True,,pitch_2,7,low,pitch_low,3
P30,54,TLD,1,right,1.0,False,pitch,6,0.9,3.125843199,0.8982310295,0,explicit,True,,pitch_6,11,high,pitch_high,2
P30,55,TLD,1,right,0.0,False,pitch,5,0.78,2.715218455,1.865966082,1,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P30,56,TLD,1,left,1.0,False,pitch,2,0.42,1.483344223,3.64693594,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P30,57,TLD,1,left,0.0,False,pitch,1,0.3,1.07271948,1.648034096,0,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P30,58,TLD,1,right,1.0,False,pitch,4,0.66,2.304593711,0.8320291042,0,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P30,59,TLD,1,left,1.0,False,pitch,3,0.54,1.893968967,0.4660871029,0,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P30,60,TLD,1,right,1.0,False,pitch,6,0.9,3.125843199,1.815747976,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P30,61,TLD,1,right,0.0,False,pitch,4,0.66,2.304593711,1.182350159,0,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P30,62,TLD,1,left,1.0,False,pitch,1,0.3,1.07271948,1.13112402,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P30,63,TLD,1,right,1.0,False,pitch,6,0.9,3.125843199,1.049225092,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P30,64,TLD,1,right,0.0,False,pitch,5,0.78,2.715218455,0.8981740475,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P30,65,TLD,1,left,1.0,False,pitch,2,0.42,1.483344223,0.4498090744,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P30,66,TLD,1,left,0.0,False,pitch,3,0.54,1.893968967,0.3995831013,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P30,67,TLD,1,right,1.0,False,pitch,6,0.9,3.125843199,1.215283871,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P30,68,TLD,1,left,1.0,False,pitch,3,0.54,1.893968967,1.04864502,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P30,69,TLD,1,right,1.0,False,pitch,4,0.66,2.304593711,0.8300139904,0,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P30,70,TLD,1,left,1.0,False,pitch,2,0.42,1.483344223,0.8158459663,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P30,71,TLD,1,left,0.0,False,pitch,1,0.3,1.07271948,1.248084068,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P30,72,TLD,1,right,1.0,False,pitch,5,0.78,2.715218455,1.432448149,0,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P33,49,TLD,1,left,0.0,False,duration,1,0.3,1.07271948,5.55369997,1,explicit,True,,duration_1,0,low,duration_low,1
P33,50,TLD,1,right,1.0,False,duration,4,0.66,2.304593711,2.26493597,1,explicit,True,,duration_4,3,high,duration_high,0
P33,51,TLD,1,right,0.0,False,duration,5,0.78,2.715218455,1.464540005,0,explicit,True,,duration_5,4,high,duration_high,0
P33,52,TLD,1,left,1.0,False,duration,3,0.54,1.893968967,2.365574837,1,explicit,True,,duration_3,2,low,duration_low,1
P33,53,TLD,1,left,0.0,False,duration,2,0.42,1.483344223,1.996505976,0,explicit,True,,duration_2,1,low,duration_low,1
P33,54,TLD,1,right,1.0,False,duration,6,0.9,3.125843199,1.615108967,1,explicit,True,,duration_6,5,high,duration_high,0
P33,55,TLD,1,right,0.0,False,duration,5,0.78,2.715218455,2.146371126,0,explicit,True,2.0,duration_5,4,high,duration_high,0
P33,56,TLD,1,left,1.0,False,duration,2,0.42,1.483344223,1.398269176,1,explicit,True,2.0,duration_2,1,low,duration_low,1
P33,57,TLD,1,left,0.0,False,duration,1,0.3,1.07271948,2.546117067,0,explicit,True,2.0,duration_1,0,low,duration_low,1
P33,58,TLD,1,right,1.0,False,duration,4,0.66,2.304593711,1.415517807,1,explicit,True,2.0,duration_4,3,high,duration_high,0
P33,59,TLD,1,left,1.0,False,duration,3,0.54,1.893968967,1.446611881,1,explicit,True,2.0,duration_3,2,low,duration_low,1
P33,60,TLD,1,right,1.0,False,duration,6,0.9,3.125843199,1.815572977,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P33,61,TLD,1,right,0.0,False,duration,4,0.66,2.304593711,3.231117964,0,explicit,True,2.0,duration_4,3,high,duration_high,0
P33,62,TLD,1,left,1.0,False,duration,1,0.3,1.07271948,0.1333010197,1,explicit,True,3.0,duration_1,0,low,duration_low,1
P33,63,TLD,1,right,1.0,False,duration,6,0.9,3.125843199,1.829936028,1,explicit,True,3.0,duration_6,5,high,duration_high,0
P33,64,TLD,1,right,0.0,False,duration,5,0.78,2.715218455,0.6818950176,0,explicit,True,3.0,duration_5,4,high,duration_high,0
P33,65,TLD,1,left,1.0,False,duration,2,0.42,1.483344223,2.04637599,1,explicit,True,3.0,duration_2,1,low,duration_low,1
P33,66,TLD,1,left,0.0,False,duration,3,0.54,1.893968967,2.04755187,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P33,67,TLD,1,right,1.0,False,duration,6,0.9,3.125843199,0.9659340382,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P33,68,TLD,1,left,1.0,False,duration,3,0.54,1.893968967,1.315149069,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P33,69,TLD,1,right,1.0,False,duration,4,0.66,2.304593711,1.616520882,1,explicit,True,2.0,duration_4,3,high,duration_high,0
P33,70,TLD,1,left,1.0,False,duration,2,0.42,1.483344223,2.281219006,1,explicit,True,2.0,duration_2,1,low,duration_low,1
P33,71,TLD,1,left,0.0,False,duration,1,0.3,1.07271948,2.080229044,1,explicit,True,3.0,duration_1,0,low,duration_low,1
P33,72,TLD,1,right,1.0,False,duration,5,0.78,2.715218455,0.7324988842,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P37,49,TLD,3,left,0.0,False,duration,3,0.54,1.893968967,3.710798025,1,explicit,True,,duration_3,2,low,duration_low,1
P37,50,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,3.183483124,1,explicit,True,,duration_6,5,high,duration_high,0
P37,51,TLD,3,left,1.0,False,duration,2,0.42,1.483344223,2.981008053,1,explicit,True,,duration_2,1,low,duration_low,1
P37,52,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,1.715579987,1,explicit,True,,duration_5,4,high,duration_high,0
P37,53,TLD,3,right,0.0,False,duration,4,0.66,2.304593711,0.7658278942,0,explicit,True,,duration_4,3,high,duration_high,0
P37,54,TLD,3,left,1.0,False,duration,1,0.3,1.07271948,0.01550412178,0,explicit,True,,duration_1,0,low,duration_low,1
P37,55,TLD,3,left,0.0,False,duration,2,0.42,1.483344223,5.864526033,1,explicit,True,3.0,duration_2,1,low,duration_low,1
P37,56,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,5.91117692,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P37,57,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,1.348424912,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P37,58,TLD,3,left,0.0,False,duration,1,0.3,1.07271948,1.399190187,0,explicit,True,2.0,duration_1,0,low,duration_low,1
P37,59,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,0.1651191711,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P37,60,TLD,3,right,0.0,False,duration,4,0.66,2.304593711,1.130413055,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P37,61,TLD,3,right,0.0,False,duration,6,0.9,3.125843199,0.2990739346,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P37,62,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,0.8307449818,0,explicit,True,3.0,duration_3,2,low,duration_low,1
P37,63,TLD,3,left,0.0,False,duration,2,0.42,1.483344223,3.365922928,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P37,64,TLD,3,right,1.0,False,duration,4,0.66,2.304593711,2.298211813,0,explicit,True,1.0,duration_4,3,high,duration_high,0
P37,65,TLD,3,left,1.0,False,duration,1,0.3,1.07271948,0.03261804581,0,explicit,True,2.0,duration_1,0,low,duration_low,1
P37,66,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,8.045378923,1,explicit,True,1.0,duration_5,4,high,duration_high,0
P37,67,TLD,3,right,0.0,False,duration,5,0.78,2.715218455,5.495409012,0,explicit,True,2.0,duration_5,4,high,duration_high,0
P37,68,TLD,3,left,1.0,False,duration,2,0.42,1.483344223,6.595549822,1,explicit,True,3.0,duration_2,1,low,duration_low,1
P37,69,TLD,3,left,0.0,False,duration,1,0.3,1.07271948,3.146619082,1,explicit,True,3.0,duration_1,0,low,duration_low,1
P37,70,TLD,3,right,1.0,False,duration,4,0.66,2.304593711,2.265619993,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P37,71,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,5.512290955,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P37,72,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,3.328548908,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P39,49,TLD,2,left,0.0,True,duration,2,0.42,1.483344223,9.83048296,0,explicit,True,,duration_2,1,low,duration_low,1
P39,50,TLD,2,right,1.0,True,duration,5,0.78,2.715218455,0.1829080582,0,explicit,True,,duration_5,4,high,duration_high,0
P39,51,TLD,2,left,1.0,True,duration,3,0.54,1.893968967,3.963072062,1,explicit,True,,duration_3,2,low,duration_low,1
P39,52,TLD,2,left,0.0,True,duration,1,0.3,1.07271948,0.8819630146,0,explicit,True,,duration_1,0,low,duration_low,1
P39,53,TLD,2,right,1.0,True,duration,6,0.9,3.125843199,6.3467381,0,explicit,True,,duration_6,5,high,duration_high,0
P39,54,TLD,2,right,0.0,True,duration,4,0.66,2.304593711,1.09829998,0,explicit,True,,duration_4,3,high,duration_high,0
P39,55,TLD,2,right,0.0,True,duration,6,0.9,3.125843199,1.317288876,0,explicit,True,2.0,duration_6,5,high,duration_high,0
P39,56,TLD,2,left,1.0,True,duration,3,0.54,1.893968967,1.365600109,0,explicit,True,3.0,duration_3,2,low,duration_low,1
P39,57,TLD,2,left,0.0,True,duration,2,0.42,1.483344223,57.11179399,1,explicit,False,2.0,duration_2,1,low,duration_low,1
P39,58,TLD,2,right,1.0,True,duration,4,0.66,2.304593711,1.697539091,1,explicit,True,1.0,duration_4,3,high,duration_high,0
P39,59,TLD,2,left,1.0,True,duration,1,0.3,1.07271948,0.8646199703,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P39,60,TLD,2,right,1.0,True,duration,5,0.78,2.715218455,1.197479963,1,explicit,True,1.0,duration_5,4,high,duration_high,0
P39,61,TLD,2,left,1.0,True,duration,1,0.3,1.07271948,0.467413187,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P39,62,TLD,2,right,1.0,True,duration,4,0.66,2.304593711,1.04977107,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P39,63,TLD,2,right,0.0,True,duration,6,0.9,3.125843199,0.4316329956,0,explicit,True,3.0,duration_6,5,high,duration_high,0
P39,64,TLD,2,left,1.0,True,duration,3,0.54,1.893968967,1.031707048,1,explicit,True,4.0,duration_3,2,low,duration_low,1
