participant,trial,group,trialOrder,side,changeTrial,RTwoOutlier,soundDimension,soundfileNum,duration,pitch,response_time,correct,phase,RT_3x_std,sum_changetrial_window,sound_label_original,sound_code_original,sound_high_low,sound_label,sound_code
P39,65,TLD,2,right,1.0,True,duration,5,0.78,2.715218455,1.381720066,1,explicit,True,4.0,duration_5,4,high,duration_high,0
P39,66,TLD,2,left,1.0,True,duration,2,0.42,1.483344223,0.6153440475,1,explicit,True,3.0,duration_2,1,low,duration_low,1
P39,67,TLD,2,left,0.0,True,duration,3,0.54,1.893968967,0.531701088,0,explicit,True,3.0,duration_3,2,low,duration_low,1
P39,68,TLD,2,right,1.0,True,duration,6,0.9,3.125843199,1.883924961,0,explicit,True,3.0,duration_6,5,high,duration_high,0
P39,69,TLD,2,left,1.0,True,duration,2,0.42,1.483344223,2.981477976,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P39,70,TLD,2,right,1.0,True,duration,5,0.78,2.715218455,2.049253941,0,explicit,True,3.0,duration_5,4,high,duration_high,0
P39,71,TLD,2,right,0.0,True,duration,4,0.66,2.304593711,1.349485159,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P39,72,TLD,2,left,1.0,True,duration,1,0.3,1.07271948,1.981254101,1,explicit,True,3.0,duration_1,0,low,duration_low,1
P41,49,TLD,4,right,0.0,False,pitch,4,0.66,2.304593711,11.96477604,1,explicit,True,,pitch_4,9,high,pitch_high,2
P41,50,TLD,4,left,1.0,False,pitch,1,0.3,1.07271948,1.46458292,1,explicit,True,,pitch_1,6,low,pitch_low,3
P41,51,TLD,4,right,1.0,False,pitch,6,0.9,3.125843199,3.54827404,1,explicit,True,,pitch_6,11,high,pitch_high,2
P41,52,TLD,4,right,0.0,False,pitch,5,0.78,2.715218455,2.063725948,0,explicit,True,,pitch_5,10,high,pitch_high,2
P41,53,TLD,4,left,1.0,False,pitch,2,0.42,1.483344223,1.982138157,1,explicit,True,,pitch_2,7,low,pitch_low,3
P41,54,TLD,4,left,0.0,False,pitch,3,0.54,1.893968967,16.02459598,0,explicit,True,,pitch_3,8,low,pitch_low,3
P41,55,TLD,4,right,1.0,False,pitch,6,0.9,3.125843199,2.895345211,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P41,56,TLD,4,left,1.0,False,pitch,3,0.54,1.893968967,3.766135931,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P41,57,TLD,4,right,1.0,False,pitch,4,0.66,2.304593711,2.131267071,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P41,58,TLD,4,left,1.0,False,pitch,2,0.42,1.483344223,6.747727156,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P41,59,TLD,4,left,0.0,False,pitch,1,0.3,1.07271948,4.097507,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P41,60,TLD,4,right,1.0,False,pitch,5,0.78,2.715218455,5.747642994,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P41,61,TLD,4,right,0.0,False,pitch,5,0.78,2.715218455,1.580741882,0,explicit,True,4.0,pitch_5,10,high,pitch_high,2
P41,62,TLD,4,left,1.0,False,pitch,2,0.42,1.483344223,3.629550934,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P41,63,TLD,4,left,0.0,False,pitch,1,0.3,1.07271948,1.781857967,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P41,64,TLD,4,right,1.0,False,pitch,4,0.66,2.304593711,1.863545895,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P41,65,TLD,4,left,1.0,False,pitch,3,0.54,1.893968967,7.296195984,1,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P41,66,TLD,4,right,1.0,False,pitch,6,0.9,3.125843199,3.999059916,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P41,67,TLD,4,left,1.0,False,pitch,2,0.42,1.483344223,3.631288052,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P41,68,TLD,4,right,1.0,False,pitch,5,0.78,2.715218455,1.447884798,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P41,69,TLD,4,left,1.0,False,pitch,3,0.54,1.893968967,1.931716204,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P41,70,TLD,4,left,0.0,False,pitch,1,0.3,1.07271948,1.847243071,0,explicit,True,4.0,pitch_1,6,low,pitch_low,3
P41,71,TLD,4,right,1.0,False,pitch,6,0.9,3.125843199,1.080528021,1,explicit,True,4.0,pitch_6,11,high,pitch_high,2
P41,72,TLD,4,right,0.0,False,pitch,4,0.66,2.304593711,1.065030098,0,explicit,True,4.0,pitch_4,9,high,pitch_high,2
P42,49,TLD,5,right,0.0,False,pitch,5,0.78,2.715218455,12.6765132,1,explicit,True,,pitch_5,10,high,pitch_high,2
P42,50,TLD,5,left,1.0,False,pitch,2,0.42,1.483344223,2.314352036,1,explicit,True,,pitch_2,7,low,pitch_low,3
P42,51,TLD,5,left,0.0,False,pitch,1,0.3,1.07271948,3.596636057,1,explicit,True,,pitch_1,6,low,pitch_low,3
P42,52,TLD,5,right,1.0,False,pitch,4,0.66,2.304593711,1.950508833,1,explicit,True,,pitch_4,9,high,pitch_high,2
P42,53,TLD,5,left,1.0,False,pitch,3,0.54,1.893968967,2.098316908,1,explicit,True,,pitch_3,8,low,pitch_low,3
P42,54,TLD,5,right,1.0,False,pitch,6,0.9,3.125843199,2.516426086,1,explicit,True,,pitch_6,11,high,pitch_high,2
P42,55,TLD,5,left,1.0,False,pitch,1,0.3,1.07271948,1.430958033,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P42,56,TLD,5,right,1.0,False,pitch,4,0.66,2.304593711,1.264572144,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P42,57,TLD,5,right,0.0,False,pitch,5,0.78,2.715218455,1.697477102,0,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P42,58,TLD,5,left,1.0,False,pitch,3,0.54,1.893968967,1.549354076,1,explicit,True,4.0,pitch_3,8,low,pitch_low,3
P42,59,TLD,5,left,0.0,False,pitch,2,0.42,1.483344223,1.497641087,1,explicit,True,4.0,pitch_2,7,low,pitch_low,3
P42,60,TLD,5,right,1.0,False,pitch,6,0.9,3.125843199,1.700073004,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P42,61,TLD,5,left,1.0,False,pitch,3,0.54,1.893968967,1.298162937,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P42,62,TLD,5,right,1.0,False,pitch,6,0.9,3.125843199,1.215991974,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P42,63,TLD,5,left,1.0,False,pitch,2,0.42,1.483344223,0.9654109478,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P42,64,TLD,5,right,1.0,False,pitch,5,0.78,2.715218455,1.098788977,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P42,65,TLD,5,right,0.0,False,pitch,4,0.66,2.304593711,1.446352959,0,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P42,66,TLD,5,left,1.0,False,pitch,1,0.3,1.07271948,1.582017183,0,explicit,True,4.0,pitch_1,6,low,pitch_low,3
P42,67,TLD,5,left,0.0,False,pitch,1,0.3,1.07271948,2.130666971,1,explicit,True,4.0,pitch_1,6,low,pitch_low,3
P42,68,TLD,5,right,1.0,False,pitch,4,0.66,2.304593711,1.247770071,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P42,69,TLD,5,right,0.0,False,pitch,6,0.9,3.125843199,1.415103197,0,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P42,70,TLD,5,left,1.0,False,pitch,3,0.54,1.893968967,1.316150904,0,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P42,71,TLD,5,right,1.0,False,pitch,5,0.78,2.715218455,1.597792864,1,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P42,72,TLD,5,left,1.0,False,pitch,2,0.42,1.483344223,1.430768967,1,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P44,49,TLD,6,right,0.0,False,duration,6,0.9,3.125843199,3.934947968,0,explicit,True,,duration_6,5,high,duration_high,0
P44,50,TLD,6,left,1.0,False,duration,3,0.54,1.893968967,1.682813883,0,explicit,True,,duration_3,2,low,duration_low,1
P44,51,TLD,6,left,0.0,False,duration,2,0.42,1.483344223,3.13298583,0,explicit,True,,duration_2,1,low,duration_low,1
P44,52,TLD,6,right,1.0,False,duration,4,0.66,2.304593711,1.297951937,1,explicit,True,,duration_4,3,high,duration_high,0
P44,53,TLD,6,left,1.0,False,duration,1,0.3,1.07271948,0.8317399025,1,explicit,True,,duration_1,0,low,duration_low,1
P44,54,TLD,6,right,1.0,False,duration,5,0.78,2.715218455,1.131357193,1,explicit,True,,duration_5,4,high,duration_high,0
P44,55,TLD,6,left,1.0,False,duration,1,0.3,1.07271948,1.06657505,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P44,56,TLD,6,right,1.0,False,duration,4,0.66,2.304593711,1.114551067,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P44,57,TLD,6,right,0.0,False,duration,5,0.78,2.715218455,1.614712,0,explicit,True,3.0,duration_5,4,high,duration_high,0
P44,58,TLD,6,left,1.0,False,duration,3,0.54,1.893968967,1.014515162,1,explicit,True,4.0,duration_3,2,low,duration_low,1
P44,59,TLD,6,left,0.0,False,duration,2,0.42,1.483344223,0.5328490734,0,explicit,True,4.0,duration_2,1,low,duration_low,1
P44,60,TLD,6,right,1.0,False,duration,6,0.9,3.125843199,1.496500969,0,explicit,True,3.0,duration_6,5,high,duration_high,0
P44,61,TLD,6,right,0.0,False,duration,4,0.66,2.304593711,2.765019894,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P44,62,TLD,6,left,1.0,False,duration,1,0.3,1.07271948,0.5967328548,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P44,63,TLD,6,right,1.0,False,duration,6,0.9,3.125843199,1.681652069,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P44,64,TLD,6,right,0.0,False,duration,5,0.78,2.715218455,1.546230078,1,explicit,True,2.0,duration_5,4,high,duration_high,0
P44,65,TLD,6,left,1.0,False,duration,2,0.42,1.483344223,0.7664439678,1,explicit,True,2.0,duration_2,1,low,duration_low,1
P44,66,TLD,6,left,0.0,False,duration,3,0.54,1.893968967,0.8815350533,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P44,67,TLD,6,left,0.0,False,duration,3,0.54,1.893968967,1.39851284,0,explicit,True,2.0,duration_3,2,low,duration_low,1
P44,68,TLD,6,right,1.0,False,duration,6,0.9,3.125843199,0.6169610024,0,explicit,True,3.0,duration_6,5,high,duration_high,0
P44,69,TLD,6,left,1.0,False,duration,2,0.42,1.483344223,1.43223691,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P44,70,TLD,6,right,1.0,False,duration,5,0.78,2.715218455,2.366696119,0,explicit,True,1.0,duration_5,4,high,duration_high,0
P44,71,TLD,6,right,0.0,False,duration,4,0.66,2.304593711,1.097754955,1,explicit,True,2.0,duration_4,3,high,duration_high,0
P44,72,TLD,6,left,1.0,False,duration,1,0.3,1.07271948,3.166514158,0,explicit,True,2.0,duration_1,0,low,duration_low,1
P45,49,TLD,3,left,0.0,False,duration,3,0.54,1.893968967,4.179135799,1,explicit,True,,duration_3,2,low,duration_low,1
P45,50,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,2.033320189,1,explicit,True,,duration_6,5,high,duration_high,0
P45,51,TLD,3,left,1.0,False,duration,2,0.42,1.483344223,2.34623003,1,explicit,True,,duration_2,1,low,duration_low,1
P45,52,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,0.8983371258,1,explicit,True,,duration_5,4,high,duration_high,0
P45,53,TLD,3,right,0.0,False,duration,4,0.66,2.304593711,0.8975980282,0,explicit,True,,duration_4,3,high,duration_high,0
P45,54,TLD,3,left,1.0,False,duration,1,0.3,1.07271948,1.482932091,1,explicit,True,,duration_1,0,low,duration_low,1
P45,55,TLD,3,left,0.0,False,duration,2,0.42,1.483344223,1.99911499,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P45,56,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,2.466380119,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P45,57,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,1.815430164,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P45,58,TLD,3,left,0.0,False,duration,1,0.3,1.07271948,2.782277822,0,explicit,True,2.0,duration_1,0,low,duration_low,1
P45,59,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,3.364415884,0,explicit,True,2.0,duration_6,5,high,duration_high,0
P45,60,TLD,3,right,0.0,False,duration,4,0.66,2.304593711,2.562850952,1,explicit,True,3.0,duration_4,3,high,duration_high,0
P45,61,TLD,3,right,0.0,False,duration,6,0.9,3.125843199,1.549041986,0,explicit,True,2.0,duration_6,5,high,duration_high,0
P45,62,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,1.264036179,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P45,63,TLD,3,left,0.0,False,duration,2,0.42,1.483344223,1.564105988,1,explicit,True,2.0,duration_2,1,low,duration_low,1
P45,64,TLD,3,right,1.0,False,duration,4,0.66,2.304593711,1.497261047,0,explicit,True,1.0,duration_4,3,high,duration_high,0
P45,65,TLD,3,left,1.0,False,duration,1,0.3,1.07271948,2.414740086,1,explicit,True,2.0,duration_1,0,low,duration_low,1
P45,66,TLD,3,right,1.0,False,duration,5,0.78,2.715218455,2.247463942,0,explicit,True,1.0,duration_5,4,high,duration_high,0
P45,67,TLD,3,right,0.0,False,duration,5,0.78,2.715218455,3.215692997,1,explicit,True,2.0,duration_5,4,high,duration_high,0
P45,68,TLD,3,left,1.0,False,duration,2,0.42,1.483344223,2.731631041,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P45,69,TLD,3,left,0.0,False,duration,1,0.3,1.07271948,1.831288099,0,explicit,True,3.0,duration_1,0,low,duration_low,1
P45,70,TLD,3,right,1.0,False,duration,4,0.66,2.304593711,1.164328098,0,explicit,True,3.0,duration_4,3,high,duration_high,0
P45,71,TLD,3,left,1.0,False,duration,3,0.54,1.893968967,1.150316,0,explicit,True,3.0,duration_3,2,low,duration_low,1
P45,72,TLD,3,right,1.0,False,duration,6,0.9,3.125843199,1.066105843,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P46,49,TLD,3,left,0.0,False,pitch,3,0.54,1.893968967,1.647203922,1,explicit,True,,pitch_3,8,low,pitch_low,3
P46,50,TLD,3,right,1.0,False,pitch,6,0.9,3.125843199,1.297553062,1,explicit,True,,pitch_6,11,high,pitch_high,2
P46,51,TLD,3,left,1.0,False,pitch,2,0.42,1.483344223,1.68001008,1,explicit,True,,pitch_2,7,low,pitch_low,3
P46,52,TLD,3,right,1.0,False,pitch,5,0.78,2.715218455,1.931738853,1,explicit,True,,pitch_5,10,high,pitch_high,2
P46,53,TLD,3,right,0.0,False,pitch,4,0.66,2.304593711,0.4966108799,0,explicit,True,,pitch_4,9,high,pitch_high,2
P46,54,TLD,3,left,1.0,False,pitch,1,0.3,1.07271948,1.36598897,1,explicit,True,,pitch_1,6,low,pitch_low,3
P46,55,TLD,3,left,0.0,False,pitch,2,0.42,1.483344223,1.048346996,0,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P46,56,TLD,3,right,1.0,False,pitch,5,0.78,2.715218455,0.4820611477,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P46,57,TLD,3,left,1.0,False,pitch,3,0.54,1.893968967,3.697552919,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P46,58,TLD,3,left,0.0,False,pitch,1,0.3,1.07271948,0.9820590019,0,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P46,59,TLD,3,right,1.0,False,pitch,6,0.9,3.125843199,1.314453125,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P46,60,TLD,3,right,0.0,False,pitch,4,0.66,2.304593711,1.498315096,0,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P46,61,TLD,3,right,0.0,False,pitch,6,0.9,3.125843199,1.864398003,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P46,62,TLD,3,left,1.0,False,pitch,3,0.54,1.893968967,1.065178156,1,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P46,63,TLD,3,left,0.0,False,pitch,2,0.42,1.483344223,0.8492980003,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P46,64,TLD,3,right,1.0,False,pitch,4,0.66,2.304593711,2.38064909,0,explicit,True,1.0,pitch_4,9,high,pitch_high,2
P46,65,TLD,3,left,1.0,False,pitch,1,0.3,1.07271948,3.063351154,0,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P46,66,TLD,3,right,1.0,False,pitch,5,0.78,2.715218455,1.945863962,1,explicit,True,1.0,pitch_5,10,high,pitch_high,2
P46,67,TLD,3,right,0.0,False,pitch,5,0.78,2.715218455,0.8809781075,0,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P46,68,TLD,3,left,1.0,False,pitch,2,0.42,1.483344223,1.365082979,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P46,69,TLD,3,left,0.0,False,pitch,1,0.3,1.07271948,3.813332081,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
P46,70,TLD,3,right,1.0,False,pitch,4,0.66,2.304593711,0.7985720634,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P46,71,TLD,3,left,1.0,False,pitch,3,0.54,1.893968967,1.06289196,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P46,72,TLD,3,right,1.0,False,pitch,6,0.9,3.125843199,1.198530197,1,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P47,49,TLD,4,right,0.0,False,duration,4,0.66,2.304593711,3.914021015,1,explicit,True,,duration_4,3,high,duration_high,0
P47,50,TLD,4,left,1.0,False,duration,1,0.3,1.07271948,1.897829056,1,explicit,True,,duration_1,0,low,duration_low,1
P47,51,TLD,4,right,1.0,False,duration,6,0.9,3.125843199,1.449246883,1,explicit,True,,duration_6,5,high,duration_high,0
P47,52,TLD,4,right,0.0,False,duration,5,0.78,2.715218455,1.232321024,0,explicit,True,,duration_5,4,high,duration_high,0
P47,53,TLD,4,left,1.0,False,duration,2,0.42,1.483344223,1.413646936,0,explicit,True,,duration_2,1,low,duration_low,1
P47,54,TLD,4,left,0.0,False,duration,3,0.54,1.893968967,1.364243031,0,explicit,True,,duration_3,2,low,duration_low,1
P47,55,TLD,4,right,1.0,False,duration,6,0.9,3.125843199,0.6487660408,0,explicit,True,2.0,duration_6,5,high,duration_high,0
P47,56,TLD,4,left,1.0,False,duration,3,0.54,1.893968967,1.73101306,0,explicit,True,3.0,duration_3,2,low,duration_low,1
P47,57,TLD,4,right,1.0,False,duration,4,0.66,2.304593711,2.313973904,1,explicit,True,2.0,duration_4,3,high,duration_high,0
P47,58,TLD,4,left,1.0,False,duration,2,0.42,1.483344223,2.048357964,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P47,59,TLD,4,left,0.0,False,duration,1,0.3,1.07271948,0.9988918304,0,explicit,True,3.0,duration_1,0,low,duration_low,1
P47,60,TLD,4,right,1.0,False,duration,5,0.78,2.715218455,0.5653078556,0,explicit,True,3.0,duration_5,4,high,duration_high,0
P47,61,TLD,4,right,0.0,False,duration,5,0.78,2.715218455,2.315969944,1,explicit,True,4.0,duration_5,4,high,duration_high,0
P47,62,TLD,4,left,1.0,False,duration,2,0.42,1.483344223,1.381922007,0,explicit,True,3.0,duration_2,1,low,duration_low,1
P47,63,TLD,4,left,0.0,False,duration,1,0.3,1.07271948,1.314412117,0,explicit,True,3.0,duration_1,0,low,duration_low,1
P47,64,TLD,4,right,1.0,False,duration,4,0.66,2.304593711,0.6988430023,1,explicit,True,2.0,duration_4,3,high,duration_high,0
P47,65,TLD,4,left,1.0,False,duration,3,0.54,1.893968967,1.300008059,0,explicit,True,2.0,duration_3,2,low,duration_low,1
P47,66,TLD,4,right,1.0,False,duration,6,0.9,3.125843199,1.033051014,1,explicit,True,2.0,duration_6,5,high,duration_high,0
P47,67,TLD,4,left,1.0,False,duration,2,0.42,1.483344223,1.448563099,0,explicit,True,2.0,duration_2,1,low,duration_low,1
P47,68,TLD,4,right,1.0,False,duration,5,0.78,2.715218455,0.7805259228,1,explicit,True,3.0,duration_5,4,high,duration_high,0
P47,69,TLD,4,left,1.0,False,duration,3,0.54,1.893968967,1.366376162,1,explicit,True,3.0,duration_3,2,low,duration_low,1
P47,70,TLD,4,left,0.0,False,duration,1,0.3,1.07271948,0.965157032,0,explicit,True,4.0,duration_1,0,low,duration_low,1
P47,71,TLD,4,right,1.0,False,duration,6,0.9,3.125843199,0.5655481815,0,explicit,True,4.0,duration_6,5,high,duration_high,0
P47,72,TLD,4,right,0.0,False,duration,4,0.66,2.304593711,1.798247099,1,explicit,True,4.0,duration_4,3,high,duration_high,0
P50,49,TLD,6,right,0.0,True,pitch,6,0.9,3.125843199,16.24614692,0,explicit,True,,pitch_6,11,high,pitch_high,2
P50,50,TLD,6,left,1.0,True,pitch,3,0.54,1.893968967,6.764000893,1,explicit,True,,pitch_3,8,low,pitch_low,3
P50,51,TLD,6,left,0.0,True,pitch,2,0.42,1.483344223,2.848966122,0,explicit,True,,pitch_2,7,low,pitch_low,3
P50,52,TLD,6,right,1.0,True,pitch,4,0.66,2.304593711,2.714232922,1,explicit,True,,pitch_4,9,high,pitch_high,2
P50,53,TLD,6,left,1.0,True,pitch,1,0.3,1.07271948,3.08277607,1,explicit,True,,pitch_1,6,low,pitch_low,3
P50,54,TLD,6,right,1.0,True,pitch,5,0.78,2.715218455,2.664749146,1,explicit,True,,pitch_5,10,high,pitch_high,2
P50,55,TLD,6,left,1.0,True,pitch,1,0.3,1.07271948,4.128733158,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P50,56,TLD,6,right,1.0,True,pitch,4,0.66,2.304593711,4.215734005,1,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P50,57,TLD,6,right,0.0,True,pitch,5,0.78,2.715218455,3.764568806,1,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P50,58,TLD,6,left,1.0,True,pitch,3,0.54,1.893968967,4.263087034,1,explicit,True,4.0,pitch_3,8,low,pitch_low,3
P50,59,TLD,6,left,0.0,True,pitch,2,0.42,1.483344223,5.394366026,0,explicit,True,4.0,pitch_2,7,low,pitch_low,3
P50,60,TLD,6,right,1.0,True,pitch,6,0.9,3.125843199,2.615759134,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P50,61,TLD,6,right,0.0,True,pitch,4,0.66,2.304593711,2.147876024,0,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P50,62,TLD,6,left,1.0,True,pitch,1,0.3,1.07271948,2.263723135,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P50,63,TLD,6,right,1.0,True,pitch,6,0.9,3.125843199,1.831725121,0,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P50,64,TLD,6,right,0.0,True,pitch,5,0.78,2.715218455,2.664142132,0,explicit,True,2.0,pitch_5,10,high,pitch_high,2
P50,65,TLD,6,left,1.0,True,pitch,2,0.42,1.483344223,0.1487448215,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P50,66,TLD,6,left,0.0,True,pitch,3,0.54,1.893968967,1.847182035,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P50,67,TLD,6,left,0.0,True,pitch,3,0.54,1.893968967,2.381474018,0,explicit,True,2.0,pitch_3,8,low,pitch_low,3
P50,68,TLD,6,right,1.0,True,pitch,6,0.9,3.125843199,1.530531883,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P50,69,TLD,6,left,1.0,True,pitch,2,0.42,1.483344223,2.165761948,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P50,70,TLD,6,right,1.0,True,pitch,5,0.78,2.715218455,0.92969203,1,explicit,True,1.0,pitch_5,10,high,pitch_high,2
P50,71,TLD,6,right,0.0,True,pitch,4,0.66,2.304593711,0.2146239281,1,explicit,True,2.0,pitch_4,9,high,pitch_high,2
P50,72,TLD,6,left,1.0,True,pitch,1,0.3,1.07271948,0.1487381458,0,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P55,49,TLD,2,left,0.0,True,pitch,2,0.42,1.483344223,45.13606,1,explicit,False,,pitch_2,7,low,pitch_low,3
P55,50,TLD,2,right,1.0,True,pitch,5,0.78,2.715218455,3.198340178,1,explicit,True,,pitch_5,10,high,pitch_high,2
P55,51,TLD,2,left,1.0,True,pitch,3,0.54,1.893968967,3.91166091,1,explicit,True,,pitch_3,8,low,pitch_low,3
P55,52,TLD,2,left,0.0,True,pitch,1,0.3,1.07271948,1.550685883,1,explicit,True,,pitch_1,6,low,pitch_low,3
P55,53,TLD,2,right,1.0,True,pitch,6,0.9,3.125843199,0.54885602,1,explicit,True,,pitch_6,11,high,pitch_high,2
P55,54,TLD,2,right,0.0,True,pitch,4,0.66,2.304593711,0.9329080582,0,explicit,True,,pitch_4,9,high,pitch_high,2
P55,55,TLD,2,right,0.0,True,pitch,6,0.9,3.125843199,2.164112091,0,explicit,True,2.0,pitch_6,11,high,pitch_high,2
P55,56,TLD,2,left,1.0,True,pitch,3,0.54,1.893968967,2.683304071,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P55,57,TLD,2,left,0.0,True,pitch,2,0.42,1.483344223,0.9165599346,0,explicit,True,2.0,pitch_2,7,low,pitch_low,3
P55,58,TLD,2,right,1.0,True,pitch,4,0.66,2.304593711,9.578935146,0,explicit,True,1.0,pitch_4,9,high,pitch_high,2
P55,59,TLD,2,left,1.0,True,pitch,1,0.3,1.07271948,1.382270098,0,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P55,60,TLD,2,right,1.0,True,pitch,5,0.78,2.715218455,1.863913059,1,explicit,True,1.0,pitch_5,10,high,pitch_high,2
P55,61,TLD,2,left,1.0,True,pitch,1,0.3,1.07271948,2.530379057,1,explicit,True,2.0,pitch_1,6,low,pitch_low,3
P55,62,TLD,2,right,1.0,True,pitch,4,0.66,2.304593711,5.465342999,0,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P55,63,TLD,2,right,0.0,True,pitch,6,0.9,3.125843199,2.031965971,1,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P55,64,TLD,2,left,1.0,True,pitch,3,0.54,1.893968967,0.9337730408,1,explicit,True,4.0,pitch_3,8,low,pitch_low,3
P55,65,TLD,2,right,1.0,True,pitch,5,0.78,2.715218455,0.5833470821,1,explicit,True,4.0,pitch_5,10,high,pitch_high,2
P55,66,TLD,2,left,1.0,True,pitch,2,0.42,1.483344223,0.03278708458,1,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P55,67,TLD,2,left,0.0,True,pitch,3,0.54,1.893968967,5.146353006,0,explicit,True,3.0,pitch_3,8,low,pitch_low,3
P55,68,TLD,2,right,1.0,True,pitch,6,0.9,3.125843199,3.715432882,0,explicit,True,3.0,pitch_6,11,high,pitch_high,2
P55,69,TLD,2,left,1.0,True,pitch,2,0.42,1.483344223,2.330119133,0,explicit,True,3.0,pitch_2,7,low,pitch_low,3
P55,70,TLD,2,right,1.0,True,pitch,5,0.78,2.715218455,0.2651720047,0,explicit,True,3.0,pitch_5,10,high,pitch_high,2
P55,71,TLD,2,right,0.0,True,pitch,4,0.66,2.304593711,1.68285799,0,explicit,True,3.0,pitch_4,9,high,pitch_high,2
P55,72,TLD,2,left,1.0,True,pitch,1,0.3,1.07271948,0.9146869183,0,explicit,True,3.0,pitch_1,6,low,pitch_low,3
