participant,trial,group,trialOrder,side,changeTrial,RTwoOutlier,soundDimension,soundfileNum,duration,pitch,response_time,correct,phase,RT_3x_std
P90,2,DLD,2,right,1.0,False,duration,5,0.78,2.715218455,4.594188929,1,implicit,True
P90,3,DLD,2,left,1.0,True,duration,3,0.54,1.893968967,3.825743914,1,implicit,True
P90,4,DLD,2,left,0.0,False,duration,1,0.3,1.07271948,0.5184881687,1,implicit,True
P90,5,DLD,2,right,1.0,False,duration,6,0.9,3.125843199,0.5114619732,0,implicit,True
P90,6,DLD,2,right,0.0,False,duration,4,0.66,2.304593711,4.266039133,1,implicit,True
P90,7,DLD,2,right,0.0,True,duration,6,0.9,3.125843199,3.346583843,1,implicit,True
P90,8,DLD,2,left,1.0,True,duration,3,0.54,1.893968967,2.926842928,1,implicit,True
P90,9,DLD,2,left,0.0,True,duration,2,0.42,1.483344223,2.652749777,1,implicit,True
P90,10,DLD,2,right,1.0,True,duration,4,0.66,2.304593711,2.279716969,1,implicit,True
P90,11,DLD,2,left,1.0,True,duration,1,0.3,1.07271948,2.728887081,1,implicit,True
P90,12,DLD,2,right,1.0,True,duration,5,0.78,2.715218455,2.579446793,1,implicit,True
P90,13,DLD,2,left,1.0,True,duration,1,0.3,1.07271948,3.178359032,1,implicit,True
P90,14,DLD,2,right,1.0,True,duration,4,0.66,2.304593711,2.443239927,1,implicit,True
P90,15,DLD,2,right,0.0,True,duration,6,0.9,3.125843199,3.116535902,1,implicit,True
P90,16,DLD,2,left,1.0,True,duration,3,0.54,1.893968967,2.792757988,1,implicit,True
P90,17,DLD,2,right,1.0,True,duration,5,0.78,2.715218455,2.613007069,1,implicit,True
P90,18,DLD,2,left,1.0,True,duration,2,0.42,1.483344223,2.677247047,1,implicit,True
P90,19,DLD,2,left,0.0,True,duration,3,0.54,1.893968967,3.568785906,1,implicit,True
P90,20,DLD,2,right,1.0,True,duration,6,0.9,3.125843199,3.460304976,1,implicit,True
P90,21,DLD,2,left,1.0,True,duration,2,0.42,1.483344223,3.011184931,1,implicit,True
P90,22,DLD,2,right,1.0,True,duration,5,0.78,2.715218455,2.396863937,1,implicit,True
P90,23,DLD,2,right,0.0,True,duration,4,0.66,2.304593711,2.499593973,1,implicit,True
P90,24,DLD,2,left,1.0,True,duration,1,0.3,1.07271948,2.428658962,1,implicit,True
P90,25,DLD,2,right,0.0,True,duration,4,0.66,2.304593711,2.603954077,1,implicit,True
P90,26,DLD,2,left,1.0,True,duration,1,0.3,1.07271948,2.662554026,1,implicit,True
P90,27,DLD,2,right,1.0,True,duration,6,0.9,3.125843199,3.328123808,1,implicit,True
P90,28,DLD,2,right,0.0,True,duration,5,0.78,2.715218455,2.452205181,1,implicit,True
P90,29,DLD,2,left,1.0,False,duration,2,0.42,1.483344223,0.5114798546,0,implicit,True
P90,30,DLD,2,left,0.0,False,duration,3,0.54,1.893968967,0.5202739239,0,implicit,True
P90,31,DLD,2,right,1.0,True,duration,6,0.9,3.125843199,3.546480179,1,implicit,True
P90,32,DLD,2,left,1.0,True,duration,3,0.54,1.893968967,3.37986207,1,implicit,True
P90,33,DLD,2,right,1.0,True,duration,4,0.66,2.304593711,2.68742609,1,implicit,True
P90,34,DLD,2,left,1.0,False,duration,2,0.42,1.483344223,6.027530909,1,implicit,True
P90,35,DLD,2,left,0.0,True,duration,1,0.3,1.07271948,2.803179026,1,implicit,True
P90,36,DLD,2,right,1.0,True,duration,5,0.78,2.715218455,3.738300085,1,implicit,True
P90,37,DLD,2,right,0.0,True,duration,5,0.78,2.715218455,2.716800928,1,implicit,True
P90,38,DLD,2,left,1.0,False,duration,2,0.42,1.483344223,5.078524113,1,implicit,True
P90,39,DLD,2,left,0.0,True,duration,1,0.3,1.07271948,2.851894856,1,implicit,True
P90,40,DLD,2,right,1.0,True,duration,4,0.66,2.304593711,2.192808867,1,implicit,True
P90,41,DLD,2,left,1.0,True,duration,3,0.54,1.893968967,3.382115126,1,implicit,True
P90,42,DLD,2,right,1.0,True,duration,6,0.9,3.125843199,2.326791048,1,implicit,True
P90,43,DLD,2,left,1.0,True,duration,1,0.3,1.07271948,3.296610832,1,implicit,True
P90,44,DLD,2,right,1.0,False,duration,4,0.66,2.304593711,0.5118129253,0,implicit,True
P90,45,DLD,2,right,0.0,False,duration,5,0.78,2.715218455,0.5162270069,0,implicit,True
P90,46,DLD,2,left,1.0,True,duration,3,0.54,1.893968967,3.02964592,1,implicit,True
P90,47,DLD,2,left,0.0,True,duration,2,0.42,1.483344223,3.064409018,1,implicit,True
P90,48,DLD,2,right,1.0,True,duration,6,0.9,3.125843199,3.060149193,1,implicit,True
P94,1,DLD,4,right,0.0,True,pitch,4,0.66,2.304593711,3.752337217,1,implicit,True
P94,2,DLD,4,left,1.0,True,pitch,1,0.3,1.07271948,3.029231071,1,implicit,True
P94,3,DLD,4,right,1.0,False,pitch,6,0.9,3.125843199,3.97875309,1,implicit,True
P94,4,DLD,4,right,0.0,True,pitch,5,0.78,2.715218455,2.898603916,1,implicit,True
P94,5,DLD,4,left,1.0,True,pitch,2,0.42,1.483344223,3.376527071,1,implicit,True
P94,6,DLD,4,left,0.0,True,pitch,3,0.54,1.893968967,3.066787004,1,implicit,True
P94,7,DLD,4,right,1.0,True,pitch,6,0.9,3.125843199,2.296535969,1,implicit,True
P94,8,DLD,4,left,1.0,True,pitch,3,0.54,1.893968967,3.075879812,1,implicit,True
P94,9,DLD,4,right,1.0,True,pitch,4,0.66,2.304593711,2.193209171,1,implicit,True
P94,10,DLD,4,left,1.0,True,pitch,2,0.42,1.483344223,3.065003872,1,implicit,True
P94,11,DLD,4,left,0.0,True,pitch,1,0.3,1.07271948,3.400485039,0,implicit,True
P94,12,DLD,4,right,1.0,True,pitch,5,0.78,2.715218455,3.227754831,1,implicit,True
P94,13,DLD,4,right,0.0,False,pitch,5,0.78,2.715218455,5.249346972,1,implicit,True
P94,14,DLD,4,left,1.0,True,pitch,2,0.42,1.483344223,3.156993151,1,implicit,True
P94,15,DLD,4,left,0.0,True,pitch,1,0.3,1.07271948,3.80127883,1,implicit,True
P94,16,DLD,4,right,1.0,True,pitch,4,0.66,2.304593711,2.762203932,1,implicit,True
P94,17,DLD,4,left,1.0,True,pitch,3,0.54,1.893968967,3.228311062,0,implicit,True
P94,18,DLD,4,right,1.0,True,pitch,6,0.9,3.125843199,3.693519831,1,implicit,True
P94,19,DLD,4,left,1.0,True,pitch,2,0.42,1.483344223,2.830080986,1,implicit,True
P94,20,DLD,4,right,1.0,False,pitch,5,0.78,2.715218455,6.619575977,1,implicit,True
P94,21,DLD,4,left,1.0,False,pitch,3,0.54,1.893968967,5.629585981,1,implicit,True
P94,22,DLD,4,left,0.0,True,pitch,1,0.3,1.07271948,3.118115902,0,implicit,True
P94,23,DLD,4,right,1.0,True,pitch,6,0.9,3.125843199,1.793796778,0,implicit,True
P94,24,DLD,4,right,0.0,False,pitch,4,0.66,2.304593711,1.067471981,1,implicit,True
P94,25,DLD,4,left,0.0,True,pitch,3,0.54,1.893968967,3.289132118,1,implicit,True
P94,26,DLD,4,right,1.0,True,pitch,6,0.9,3.125843199,3.07792592,1,implicit,True
P94,27,DLD,4,left,1.0,False,pitch,2,0.42,1.483344223,7.743523836,1,implicit,True
P94,28,DLD,4,right,1.0,True,pitch,5,0.78,2.715218455,2.412500858,0,implicit,True
P94,29,DLD,4,right,0.0,True,pitch,4,0.66,2.304593711,2.952517033,1,implicit,True
P94,30,DLD,4,left,1.0,True,pitch,1,0.3,1.07271948,2.972814083,1,implicit,True
P94,31,DLD,4,left,0.0,False,pitch,1,0.3,1.07271948,4.867418051,1,implicit,True
P94,32,DLD,4,right,1.0,True,pitch,4,0.66,2.304593711,2.763105869,1,implicit,True
P94,33,DLD,4,right,0.0,False,pitch,6,0.9,3.125843199,4.461097002,1,implicit,True
P94,34,DLD,4,left,1.0,False,pitch,3,0.54,1.893968967,4.544063091,1,implicit,True
P94,35,DLD,4,right,1.0,False,pitch,5,0.78,2.715218455,6.52303791,1,implicit,True
P94,36,DLD,4,left,1.0,True,pitch,2,0.42,1.483344223,3.41384697,1,implicit,True
P94,37,DLD,4,right,1.0,False,pitch,6,0.9,3.125843199,4.156563997,1,implicit,True
P94,38,DLD,4,left,1.0,True,pitch,3,0.54,1.893968967,2.030969143,1,implicit,True
P94,39,DLD,4,left,0.0,True,pitch,2,0.42,1.483344223,2.850921869,1,implicit,True
P94,40,DLD,4,right,1.0,False,pitch,4,0.66,2.304593711,1.013254881,0,implicit,True
P94,41,DLD,4,left,1.0,False,pitch,1,0.3,1.07271948,0.6460120678,1,implicit,True
P94,42,DLD,4,right,1.0,True,pitch,5,0.78,2.715218455,3.142205954,1,implicit,True
P94,43,DLD,4,left,1.0,True,pitch,1,0.3,1.07271948,3.078687906,1,implicit,True
P94,44,DLD,4,right,1.0,True,pitch,4,0.66,2.304593711,3.146119118,1,implicit,True
P94,45,DLD,4,right,0.0,True,pitch,5,0.78,2.715218455,2.735033989,1,implicit,True
P94,46,DLD,4,left,1.0,True,pitch,3,0.54,1.893968967,2.726959944,1,implicit,True
P94,47,DLD,4,left,0.0,False,pitch,2,0.42,1.483344223,4.91919899,1,implicit,True
P94,48,DLD,4,right,1.0,True,pitch,6,0.9,3.125843199,3.834886074,1,implicit,True
P95,1,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,4.451953173,1,implicit,True
P95,2,DLD,1,right,1.0,False,pitch,4,0.66,2.304593711,4.160829067,1,implicit,True
P95,3,DLD,1,right,0.0,False,pitch,5,0.78,2.715218455,4.599587917,1,implicit,True
P95,4,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,4.427896976,1,implicit,True
P95,5,DLD,1,left,0.0,False,pitch,2,0.42,1.483344223,4.03283596,1,implicit,True
P95,6,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,1.044538021,1,implicit,True
P95,7,DLD,1,right,0.0,False,pitch,5,0.78,2.715218455,4.336377144,1,implicit,True
P95,8,DLD,1,left,1.0,True,pitch,2,0.42,1.483344223,3.325807095,1,implicit,True
P95,9,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,4.583410978,1,implicit,True
P95,10,DLD,1,right,1.0,True,pitch,4,0.66,2.304593711,2.946942091,1,implicit,True
P95,11,DLD,1,left,1.0,True,pitch,3,0.54,1.893968967,3.307689905,1,implicit,True
P95,12,DLD,1,right,1.0,True,pitch,6,0.9,3.125843199,2.362298012,1,implicit,True
P95,13,DLD,1,right,0.0,True,pitch,4,0.66,2.304593711,3.766878128,1,implicit,True
P95,14,DLD,1,left,1.0,False,pitch,1,0.3,1.07271948,0.6118359566,0,implicit,True
P95,15,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,3.990141869,1,implicit,True
P95,16,DLD,1,right,0.0,True,pitch,5,0.78,2.715218455,2.949841976,1,implicit,True
P95,17,DLD,1,left,1.0,True,pitch,2,0.42,1.483344223,3.078614235,1,implicit,True
P95,18,DLD,1,left,0.0,True,pitch,3,0.54,1.893968967,3.414986849,1,implicit,True
P95,19,DLD,1,right,1.0,True,pitch,6,0.9,3.125843199,3.876813173,1,implicit,True
P95,20,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,6.37707901,1,implicit,True
P95,21,DLD,1,right,1.0,True,pitch,4,0.66,2.304593711,3.09363389,1,implicit,True
P95,22,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,4.462248087,1,implicit,True
P95,23,DLD,1,left,0.0,True,pitch,1,0.3,1.07271948,3.103406906,1,implicit,True
P95,24,DLD,1,right,1.0,False,pitch,5,0.78,2.715218455,4.677649975,1,implicit,True
P95,25,DLD,1,left,0.0,False,pitch,2,0.42,1.483344223,5.122732878,1,implicit,True
P95,26,DLD,1,right,1.0,False,pitch,5,0.78,2.715218455,4.073016882,1,implicit,True
P95,27,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,4.396008968,1,implicit,True
P95,28,DLD,1,left,0.0,False,pitch,1,0.3,1.07271948,4.333059072,1,implicit,True
P95,29,DLD,1,right,1.0,True,pitch,6,0.9,3.125843199,3.258939981,1,implicit,True
P95,30,DLD,1,right,0.0,False,pitch,4,0.66,2.304593711,4.434365988,1,implicit,True
P95,31,DLD,1,right,0.0,False,pitch,6,0.9,3.125843199,4.151038885,1,implicit,True
P95,32,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,4.692904949,1,implicit,True
P95,33,DLD,1,left,0.0,True,pitch,2,0.42,1.483344223,3.648937941,1,implicit,True
P95,34,DLD,1,right,1.0,True,pitch,4,0.66,2.304593711,3.160462141,1,implicit,True
P95,35,DLD,1,left,1.0,True,pitch,1,0.3,1.07271948,3.297322035,1,implicit,True
P95,36,DLD,1,right,1.0,True,pitch,5,0.78,2.715218455,3.94025898,1,implicit,True
P95,37,DLD,1,left,1.0,True,pitch,1,0.3,1.07271948,3.361504078,1,implicit,True
P95,38,DLD,1,right,1.0,True,pitch,4,0.66,2.304593711,3.26274085,1,implicit,True
P95,39,DLD,1,right,0.0,False,pitch,6,0.9,3.125843199,4.147295952,1,implicit,True
P95,40,DLD,1,left,1.0,False,pitch,3,0.54,1.893968967,9.426029921,1,implicit,True
P95,41,DLD,1,right,1.0,False,pitch,5,0.78,2.715218455,4.626935959,1,implicit,True
P95,42,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,4.347419024,1,implicit,True
P95,43,DLD,1,left,0.0,False,pitch,3,0.54,1.893968967,7.535630941,1,implicit,True
P95,44,DLD,1,right,1.0,False,pitch,6,0.9,3.125843199,6.768051147,1,implicit,True
P95,45,DLD,1,left,1.0,False,pitch,2,0.42,1.483344223,4.04836607,1,implicit,True
P95,46,DLD,1,right,1.0,False,pitch,5,0.78,2.715218455,3.960381985,1,implicit,True
P95,47,DLD,1,right,0.0,False,pitch,4,0.66,2.304593711,5.650688887,1,implicit,True
P95,48,DLD,1,left,1.0,True,pitch,1,0.3,1.07271948,3.756895065,1,implicit,True
p98,1,DLD,3,left,0.0,True,duration,3,0.54,1.893968967,3.222172022,1,implicit,True
p98,2,DLD,3,right,1.0,True,duration,6,0.9,3.125843199,2.145411015,1,implicit,True
p98,3,DLD,3,left,1.0,True,duration,2,0.42,1.483344223,2.295547962,1,implicit,True
p98,4,DLD,3,right,1.0,True,duration,5,0.78,2.715218455,1.93056798,1,implicit,True
p98,5,DLD,3,right,0.0,True,duration,4,0.66,2.304593711,2.048240185,0,implicit,True
p98,6,DLD,3,left,1.0,True,duration,1,0.3,1.07271948,3.012902021,1,implicit,True
p98,7,DLD,3,left,0.0,True,duration,2,0.42,1.483344223,3.617059946,1,implicit,True
p98,8,DLD,3,right,1.0,True,duration,5,0.78,2.715218455,2.661201,1,implicit,True
p98,9,DLD,3,left,1.0,True,duration,3,0.54,1.893968967,3.362682104,1,implicit,True
p98,10,DLD,3,left,0.0,True,duration,1,0.3,1.07271948,2.987243891,1,implicit,True
p98,11,DLD,3,right,1.0,True,duration,6,0.9,3.125843199,1.508711815,0,implicit,True
p98,12,DLD,3,right,0.0,True,duration,4,0.66,2.304593711,3.068061113,1,implicit,True
p98,13,DLD,3,right,0.0,True,duration,6,0.9,3.125843199,2.600902081,1,implicit,True
p98,14,DLD,3,left,1.0,True,duration,3,0.54,1.893968967,3.209854126,1,implicit,True
p98,15,DLD,3,left,0.0,True,duration,2,0.42,1.483344223,2.787374973,1,implicit,True
p98,16,DLD,3,right,1.0,True,duration,4,0.66,2.304593711,2.976329088,1,implicit,True
p98,17,DLD,3,left,1.0,True,duration,1,0.3,1.07271948,2.730412006,1,implicit,True
p98,18,DLD,3,right,1.0,True,duration,5,0.78,2.715218455,2.12920785,1,implicit,True
p98,19,DLD,3,right,0.0,True,duration,5,0.78,2.715218455,2.267481089,0,implicit,True
p98,20,DLD,3,left,1.0,True,duration,2,0.42,1.483344223,3.359557152,1,implicit,True
p98,21,DLD,3,left,0.0,True,duration,1,0.3,1.07271948,2.955523014,1,implicit,True
p98,22,DLD,3,right,1.0,True,duration,4,0.66,2.304593711,2.207363129,1,implicit,True
p98,23,DLD,3,left,1.0,True,duration,3,0.54,1.893968967,3.578593016,1,implicit,True
p98,24,DLD,3,right,1.0,True,duration,6,0.9,3.125843199,2.730421066,1,implicit,True
p98,25,DLD,3,right,0.0,True,duration,6,0.9,3.125843199,2.422691822,1,implicit,True
p98,26,DLD,3,left,1.0,True,duration,3,0.54,1.893968967,2.72843194,1,implicit,True
p98,27,DLD,3,right,1.0,True,duration,4,0.66,2.304593711,2.094954014,1,implicit,True
p98,28,DLD,3,left,1.0,True,duration,2,0.42,1.483344223,2.404628992,1,implicit,True
p98,29,DLD,3,left,0.0,True,duration,1,0.3,1.07271948,3.068069935,1,implicit,True
p98,30,DLD,3,right,1.0,True,duration,5,0.78,2.715218455,2.779505014,1,implicit,True
p98,31,DLD,3,left,1.0,True,duration,1,0.3,1.07271948,2.577205896,1,implicit,True
p98,32,DLD,3,right,1.0,True,duration,4,0.66,2.304593711,2.013557911,1,implicit,True
p98,33,DLD,3,right,0.0,True,duration,5,0.78,2.715218455,2.798555136,1,implicit,True
p98,34,DLD,3,left,1.0,True,duration,3,0.54,1.893968967,2.696825027,1,implicit,True
p98,35,DLD,3,left,0.0,True,duration,2,0.42,1.483344223,3.300964117,1,implicit,True
p98,36,DLD,3,right,1.0,True,duration,6,0.9,3.125843199,2.827458143,1,implicit,True
p98,37,DLD,3,left,1.0,True,duration,1,0.3,1.07271948,2.963943005,1,implicit,True
p98,38,DLD,3,right,1.0,True,duration,4,0.66,2.304593711,2.743667841,1,implicit,True
p98,39,DLD,3,right,0.0,True,duration,6,0.9,3.125843199,2.780330181,1,implicit,True
p98,40,DLD,3,left,1.0,True,duration,3,0.54,1.893968967,3.260221004,1,implicit,True
p98,41,DLD,3,right,1.0,True,duration,5,0.78,2.715218455,2.746501923,1,implicit,True
p98,42,DLD,3,left,1.0,True,duration,2,0.42,1.483344223,2.743382931,1,implicit,True
p98,43,DLD,3,right,1.0,True,duration,4,0.66,2.304593711,2.192292213,1,implicit,True
p98,44,DLD,3,left,1.0,True,duration,1,0.3,1.07271948,2.51305604,1,implicit,True
p98,45,DLD,3,right,1.0,True,duration,6,0.9,3.125843199,2.213739872,1,implicit,True
p98,46,DLD,3,right,0.0,True,duration,5,0.78,2.715218455,2.797951937,1,implicit,True
p98,47,DLD,3,left,1.0,False,duration,2,0.42,1.483344223,4.07572484,1,implicit,True
p98,48,DLD,3,left,0.0,True,duration,3,0.54,1.893968967,3.087363958,1,implicit,True
P99,1,DLD,2,left,0.0,False,pitch,2,0.42,1.483344223,4.490427971,1,implicit,True
P99,2,DLD,2,right,1.0,False,pitch,5,0.78,2.715218455,7.843832016,0,implicit,True
P99,3,DLD,2,left,1.0,True,pitch,3,0.54,1.893968967,1.395164013,0,implicit,True
P99,4,DLD,2,left,0.0,False,pitch,1,0.3,1.07271948,6.867291927,1,implicit,True
P99,5,DLD,2,right,1.0,False,pitch,6,0.9,3.125843199,0.513066053,0,implicit,True
P99,6,DLD,2,right,0.0,False,pitch,4,0.66,2.304593711,0.517960072,0,implicit,True
P99,7,DLD,2,right,0.0,True,pitch,6,0.9,3.125843199,3.884402037,0,implicit,True
P99,8,DLD,2,left,1.0,False,pitch,3,0.54,1.893968967,0.512403011,1,implicit,True
P99,9,DLD,2,left,0.0,False,pitch,2,0.42,1.483344223,0.520264149,0,implicit,True
P99,10,DLD,2,right,1.0,False,pitch,4,0.66,2.304593711,0.510782957,1,implicit,True
P99,11,DLD,2,left,1.0,False,pitch,1,0.3,1.07271948,0.509898901,0,implicit,True
P99,12,DLD,2,right,1.0,False,pitch,5,0.78,2.715218455,4.642849207,1,implicit,True
P99,13,DLD,2,left,1.0,True,pitch,1,0.3,1.07271948,1.89567709,1,implicit,True
P99,14,DLD,2,right,1.0,False,pitch,4,0.66,2.304593711,3.963947058,1,implicit,True
P99,15,DLD,2,right,0.0,True,pitch,6,0.9,3.125843199,3.280905008,1,implicit,True
P99,16,DLD,2,left,1.0,False,pitch,3,0.54,1.893968967,4.441304922,1,implicit,True
P99,17,DLD,2,right,1.0,True,pitch,5,0.78,2.715218455,3.712192059,1,implicit,True
P99,18,DLD,2,left,1.0,True,pitch,2,0.42,1.483344223,3.529135942,1,implicit,True
P99,19,DLD,2,left,0.0,False,pitch,3,0.54,1.893968967,5.619400024,1,implicit,True
P99,20,DLD,2,right,1.0,True,pitch,6,0.9,3.125843199,3.674774885,1,implicit,True
P99,21,DLD,2,left,1.0,False,pitch,2,0.42,1.483344223,7.509225845,1,implicit,True
P99,22,DLD,2,right,1.0,False,pitch,5,0.78,2.715218455,5.44532609,1,implicit,True
P99,23,DLD,2,right,0.0,False,pitch,4,0.66,2.304593711,11.71557117,1,implicit,False
P99,24,DLD,2,left,1.0,True,pitch,1,0.3,1.07271948,1.929162979,0,implicit,True
P99,25,DLD,2,right,0.0,False,pitch,4,0.66,2.304593711,4.439971924,1,implicit,True
P99,26,DLD,2,left,1.0,False,pitch,1,0.3,1.07271948,6.629728079,1,implicit,True
P99,27,DLD,2,right,1.0,False,pitch,6,0.9,3.125843199,0.521226168,0,implicit,True
P99,28,DLD,2,right,0.0,False,pitch,5,0.78,2.715218455,5.321519136,1,implicit,True
P99,29,DLD,2,left,1.0,False,pitch,2,0.42,1.483344223,6.792067051,1,implicit,True
P99,30,DLD,2,left,0.0,False,pitch,3,0.54,1.893968967,30.32609987,0,implicit,False
P99,31,DLD,2,right,1.0,True,pitch,6,0.9,3.125843199,3.078075886,1,implicit,True
P99,32,DLD,2,left,1.0,False,pitch,3,0.54,1.893968967,5.246026039,1,implicit,True
P99,33,DLD,2,right,1.0,False,pitch,4,0.66,2.304593711,4.758210897,1,implicit,True
P99,34,DLD,2,left,1.0,True,pitch,2,0.42,1.483344223,3.410253048,1,implicit,True
P99,35,DLD,2,left,0.0,True,pitch,1,0.3,1.07271948,1.138756037,0,implicit,True
P99,36,DLD,2,right,1.0,False,pitch,5,0.78,2.715218455,4.595164061,1,implicit,True
P99,37,DLD,2,right,0.0,True,pitch,5,0.78,2.715218455,3.26494503,1,implicit,True
P99,38,DLD,2,left,1.0,False,pitch,2,0.42,1.483344223,7.291288853,1,implicit,True
P99,39,DLD,2,left,0.0,False,pitch,1,0.3,1.07271948,6.552600861,1,implicit,True
P99,40,DLD,2,right,1.0,True,pitch,4,0.66,2.304593711,2.893546104,1,implicit,True
P99,41,DLD,2,left,1.0,True,pitch,3,0.54,1.893968967,3.629249096,1,implicit,True
P99,42,DLD,2,right,1.0,True,pitch,6,0.9,3.125843199,2.663975954,1,implicit,True
P99,43,DLD,2,left,1.0,True,pitch,1,0.3,1.07271948,3.079914093,1,implicit,True
P99,44,DLD,2,right,1.0,True,pitch,4,0.66,2.304593711,2.178442001,1,implicit,True
P99,45,DLD,2,right,0.0,True,pitch,5,0.78,2.715218455,2.701510906,1,implicit,True
P99,46,DLD,2,left,1.0,True,pitch,3,0.54,1.893968967,3.095099926,1,implicit,True
P99,47,DLD,2,left,0.0,True,pitch,2,0.42,1.483344223,2.903202057,1,implicit,True
P99,48,DLD,2,right,1.0,True,pitch,6,0.9,3.125843199,2.492646933,1,implicit,True
P103,1,DLD,6,right,0.0,True,duration,6,0.9,3.125843199,5.682397127,1,implicit,True
P103,2,DLD,6,left,1.0,True,duration,3,0.54,1.893968967,4.479328871,1,implicit,True
P103,3,DLD,6,left,0.0,True,duration,2,0.42,1.483344223,5.352352858,1,implicit,True
P103,4,DLD,6,right,1.0,True,duration,4,0.66,2.304593711,4.193971157,1,implicit,True
P103,5,DLD,6,left,1.0,True,duration,1,0.3,1.07271948,5.2784729,1,implicit,True
P103,6,DLD,6,right,1.0,True,duration,5,0.78,2.715218455,4.392247915,1,implicit,True
P103,7,DLD,6,left,1.0,True,duration,1,0.3,1.07271948,5.345492125,1,implicit,True
P103,8,DLD,6,right,1.0,True,duration,4,0.66,2.304593711,4.391919851,1,implicit,True
P103,9,DLD,6,right,0.0,True,duration,5,0.78,2.715218455,4.38338089,1,implicit,True
P103,10,DLD,6,left,1.0,True,duration,3,0.54,1.893968967,5.106305122,1,implicit,True
P103,11,DLD,6,left,0.0,True,duration,2,0.42,1.483344223,5.20235014,1,implicit,True
P103,12,DLD,6,right,1.0,True,duration,6,0.9,3.125843199,4.907552958,1,implicit,True
P103,13,DLD,6,right,0.0,True,duration,4,0.66,2.304593711,4.181334019,1,implicit,True
P103,14,DLD,6,left,1.0,True,duration,1,0.3,1.07271948,4.427163124,1,implicit,True
P103,15,DLD,6,right,1.0,True,duration,6,0.9,3.125843199,3.878443956,1,implicit,True
P103,16,DLD,6,right,0.0,True,duration,5,0.78,2.715218455,6.80082798,1,implicit,True
P103,17,DLD,6,left,1.0,True,duration,2,0.42,1.483344223,5.458674908,1,implicit,True
P103,18,DLD,6,left,0.0,True,duration,3,0.54,1.893968967,6.601960182,1,implicit,True
P103,19,DLD,6,left,0.0,True,duration,3,0.54,1.893968967,3.600601912,1,implicit,True
P103,20,DLD,6,right,1.0,True,duration,6,0.9,3.125843199,2.996216059,1,implicit,True
P103,21,DLD,6,left,1.0,True,duration,2,0.42,1.483344223,3.259649992,1,implicit,True
P103,22,DLD,6,right,1.0,True,duration,5,0.78,2.715218455,3.910434008,1,implicit,True
P103,23,DLD,6,right,0.0,True,duration,4,0.66,2.304593711,3.002015829,1,implicit,True
P103,24,DLD,6,left,1.0,True,duration,1,0.3,1.07271948,3.327266932,1,implicit,True
P103,25,DLD,6,left,0.0,True,duration,1,0.3,1.07271948,5.224871159,1,implicit,True
P103,26,DLD,6,right,1.0,True,duration,4,0.66,2.304593711,2.962154865,1,implicit,True
P103,27,DLD,6,right,0.0,True,duration,6,0.9,3.125843199,7.747917891,1,implicit,True
P103,28,DLD,6,left,1.0,True,duration,3,0.54,1.893968967,5.208753109,1,implicit,True
P103,29,DLD,6,right,1.0,True,duration,5,0.78,2.715218455,5.577980042,1,implicit,True
P103,30,DLD,6,left,1.0,True,duration,2,0.42,1.483344223,4.795143127,1,implicit,True
P103,31,DLD,6,right,1.0,True,duration,5,0.78,2.715218455,8.777069092,1,implicit,True
P103,32,DLD,6,left,1.0,True,duration,2,0.42,1.483344223,8.678694963,1,implicit,True
P103,33,DLD,6,left,0.0,True,duration,1,0.3,1.07271948,5.73548007,1,implicit,True
P103,34,DLD,6,right,1.0,True,duration,4,0.66,2.304593711,5.490777969,1,implicit,True
P103,35,DLD,6,left,1.0,True,duration,3,0.54,1.893968967,10.09099197,1,implicit,False
P103,36,DLD,6,right,1.0,True,duration,6,0.9,3.125843199,3.795222998,1,implicit,True
P103,37,DLD,6,left,1.0,True,duration,2,0.42,1.483344223,6.944178104,1,implicit,True
P103,38,DLD,6,right,1.0,True,duration,5,0.78,2.715218455,9.42607522,1,implicit,True
P103,39,DLD,6,left,1.0,True,duration,3,0.54,1.893968967,5.013003111,1,implicit,True
P103,40,DLD,6,left,0.0,True,duration,1,0.3,1.07271948,3.418351889,1,implicit,True
P103,41,DLD,6,right,1.0,True,duration,6,0.9,3.125843199,6.440367937,1,implicit,True
P103,42,DLD,6,right,0.0,True,duration,4,0.66,2.304593711,7.831896067,1,implicit,True
P103,43,DLD,6,right,0.0,True,duration,6,0.9,3.125843199,9.481991053,1,implicit,True
P103,44,DLD,6,left,1.0,True,duration,3,0.54,1.893968967,3.945654869,1,implicit,True
P103,45,DLD,6,right,1.0,True,duration,4,0.66,2.304593711,3.040730953,1,implicit,True
P103,46,DLD,6,left,1.0,True,duration,2,0.42,1.483344223,3.130954027,1,implicit,True
P103,47,DLD,6,left,0.0,True,duration,1,0.3,1.07271948,3.369438887,1,implicit,True
P103,48,DLD,6,right,1.0,True,duration,5,0.78,2.715218455,2.626248121,1,implicit,True
